Year,Month,Location,Category,Ideal Cost,Actual Cost,Variance
2021,July,Panaji,Fruits,1.9,1.78,-0.12
2021,July,Panaji,Groceries,11.29,11.96,0.67
2021,July,Panaji,Milk Products,2.72,2.69,-0.03
2021,July,Panaji,Ready to eat,1.81,1.98,0.17
2021,July,Panaji,Spices,5.84,5.9,0.06
2021,July,Panaji,Vegetables,3,2.65,-0.35
2021,July,Khorlim,Bakery,1.1,1.1,0
2021,July,Khorlim,Beverages,1.86,1.87,0.01
2021,July,Khorlim,Fruits,1.76,1.87,0.11
2021,July,Khorlim,Groceries,10.64,11.04,0.4
2021,July,Khorlim,Milk Products,2.81,2.81,0
2021,July,Khorlim,Ready to eat,1.84,1.86,0.02
2021,July,Khorlim,Spices,5.72,5.47,-0.25
2021,July,Khorlim,Vegetables,2.6,2.63,0.03
2021,July,KTC,Bakery,1.1,1.14,0.04
2021,July,KTC,Beverages,1.97,1.95,-0.02
2021,July,KTC,Fruits,1.9,2,0.1
2021,July,KTC,Groceries,11.87,11.69,-0.18
2021,July,KTC,Milk Products,2.84,2.73,-0.11
2021,July,KTC,Ready to eat,1.88,1.87,-0.01
2021,July,KTC,Spices,5.21,5.39,0.18
2021,July,KTC,Vegetables,2.88,2.69,-0.19
2021,July,Margao,Bakery,1.06,1.19,0.13
2021,July,Margao,Beverages,1.8,1.85,0.05
2021,July,Margao,Fruits,1.78,1.83,0.05
2021,July,Margao,Groceries,11.97,11.67,-0.3
2021,July,Margao,Milk Products,2.82,2.76,-0.06
2021,July,Margao,Ready to eat,1.91,1.98,0.07
2021,July,Margao,Spices,5.95,5.8,-0.15
2021,July,Margao,Vegetables,2.76,2.98,0.22
2021,July,Siolim,Bakery,1.19,1.17,-0.02
2021,July,Siolim,Beverages,1.93,1.73,-0.2
2021,July,Siolim,Fruits,1.85,1.93,0.08
2021,July,Siolim,Groceries,10.75,10.51,-0.24
2021,July,Siolim,Milk Products,2.78,2.72,-0.06
2021,July,Siolim,Ready to eat,1.74,1.82,0.08
2021,July,Siolim,Spices,5.45,5.65,0.2
2021,July,Siolim,Vegetables,2.8,2.85,0.05
2021,July,Baga,Bakery,1.14,1.18,0.04
2021,July,Baga,Beverages,1.93,1.81,-0.12
2021,July,Baga,Fruits,1.87,1.96,0.09
2021,July,Baga,Groceries,11.67,10.87,-0.8
2021,July,Baga,Milk Products,2.73,2.98,0.25
2021,July,Baga,Ready to eat,1.74,1.91,0.17
2021,July,Baga,Spices,5.82,5.42,-0.4
2021,July,Baga,Vegetables,2.71,2.77,0.06
2021,July,Porvorim,Bakery,1.17,1.16,-0.01
2021,July,Porvorim,Beverages,1.85,1.74,-0.11
2021,July,Porvorim,Fruits,1.75,1.96,0.21
2021,July,Porvorim,Groceries,10.44,11.07,0.63
2021,July,Porvorim,Milk Products,2.79,2.89,0.1
2021,July,Porvorim,Ready to eat,1.74,1.88,0.14
2021,July,Porvorim,Spices,5.26,5.71,0.45
2021,July,Porvorim,Vegetables,2.67,2.97,0.3
2021,August,Panaji,Bakery,1.07,1.18,0.11
2021,August,Panaji,Beverages,1.86,1.86,0
2021,August,Panaji,Fruits,1.84,1.77,-0.07
2021,August,Panaji,Groceries,10.87,10.59,-0.28
2021,August,Panaji,Milk Products,2.9,2.98,0.08
2021,August,Panaji,Ready to eat,1.85,1.82,-0.03
2021,August,Panaji,Spices,5.64,5.51,-0.13
2021,August,Panaji,Vegetables,2.64,2.62,-0.02
2021,August,Khorlim,Bakery,1.09,1.2,0.11
2021,August,Khorlim,Beverages,1.83,1.86,0.03
2021,August,Khorlim,Fruits,1.96,1.94,-0.02
2021,August,Khorlim,Groceries,11.66,11.9,0.24
2021,August,Khorlim,Milk Products,3,2.94,-0.06
2021,August,Khorlim,Ready to eat,1.79,1.86,0.07
2021,August,Khorlim,Spices,5.9,5.48,-0.42
2021,August,Khorlim,Vegetables,2.99,3,0.01
2021,August,KTC,Bakery,1.05,1.17,0.12
2021,August,KTC,Beverages,1.78,1.84,0.06
2021,August,KTC,Fruits,1.73,1.95,0.22
2021,August,KTC,Groceries,11.13,10.52,-0.61
2021,August,KTC,Milk Products,2.78,2.99,0.21
2021,August,KTC,Ready to eat,1.92,1.77,-0.15
2021,August,KTC,Spices,5.84,5.33,-0.51
2021,August,KTC,Vegetables,2.63,2.89,0.26
2021,August,Margao,Bakery,1.14,1.15,0.01
2021,August,Margao,Beverages,1.94,1.86,-0.08
2021,August,Margao,Fruits,1.92,1.86,-0.06
2021,August,Margao,Groceries,11.33,11.53,0.2
2021,August,Margao,Milk Products,2.77,2.99,0.22
2021,August,Margao,Ready to eat,1.76,1.99,0.23
2021,August,Margao,Spices,5.55,5.72,0.17
2021,August,Margao,Vegetables,2.63,2.92,0.29
2021,August,Siolim,Bakery,1.19,1.15,-0.04
2021,August,Siolim,Beverages,1.96,1.92,-0.04
2021,August,Siolim,Fruits,1.8,1.87,0.07
2021,August,Siolim,Groceries,10.68,11.96,1.28
2021,August,Siolim,Milk Products,2.69,2.92,0.23
2021,August,Siolim,Ready to eat,1.79,1.77,-0.02
2021,August,Siolim,Spices,5.24,5.94,0.7
2021,August,Siolim,Vegetables,2.97,2.88,-0.09
2021,August,Baga,Bakery,1.08,1.14,0.06
2021,August,Baga,Beverages,1.84,1.87,0.03
2021,August,Baga,Fruits,1.84,1.84,0
2021,August,Baga,Groceries,10.95,10.62,-0.33
2021,August,Baga,Milk Products,2.9,2.94,0.04
2021,August,Baga,Ready to eat,1.79,1.94,0.15
2021,August,Baga,Spices,5.98,5.59,-0.39
2021,August,Baga,Vegetables,2.7,2.72,0.02
2021,August,Porvorim,Bakery,1.14,1.15,0.01
2021,August,Porvorim,Beverages,1.9,1.87,-0.03
2021,August,Porvorim,Fruits,1.95,1.95,0
2021,August,Porvorim,Groceries,10.92,11.68,0.76
2021,August,Porvorim,Milk Products,2.83,2.98,0.15
2021,August,Porvorim,Ready to eat,1.77,1.75,-0.02
2021,August,Porvorim,Spices,5.99,5.75,-0.24
2021,August,Porvorim,Vegetables,2.68,2.77,0.09
2021,September,Panaji,Bakery,1.1,1.08,-0.02
2021,September,Panaji,Beverages,1.83,1.93,0.1
2021,September,Panaji,Fruits,1.96,1.94,-0.02
2021,September,Panaji,Groceries,11.46,11.3,-0.16
2021,September,Panaji,Milk Products,2.94,2.76,-0.18
2021,September,Panaji,Ready to eat,1.73,1.82,0.09
2021,September,Panaji,Spices,5.99,5.56,-0.43
2021,September,Panaji,Vegetables,2.9,2.88,-0.02
2021,September,Khorlim,Bakery,1.1,1.11,0.01
2021,September,Khorlim,Beverages,1.8,1.83,0.03
2021,September,Khorlim,Fruits,1.97,1.76,-0.21
2021,September,Khorlim,Groceries,11.27,11.27,0
2021,September,Khorlim,Milk Products,2.98,2.89,-0.09
2021,September,Khorlim,Ready to eat,1.97,1.82,-0.15
2021,September,Khorlim,Spices,5.46,5.72,0.26
2021,September,Khorlim,Vegetables,2.96,2.91,-0.05
2021,September,KTC,Bakery,1.07,1.14,0.07
2021,September,KTC,Beverages,1.99,1.92,-0.07
2021,September,KTC,Fruits,1.87,1.98,0.11
2021,September,KTC,Groceries,11.53,11.75,0.22
2021,September,KTC,Milk Products,2.98,2.98,0
2021,September,KTC,Ready to eat,1.95,1.98,0.03
2021,September,KTC,Spices,5.9,5.74,-0.16
2021,September,KTC,Vegetables,2.85,2.95,0.1
2021,September,Margao,Bakery,1.05,1.16,0.11
2021,September,Margao,Beverages,1.85,1.94,0.09
2021,September,Margao,Fruits,1.93,1.9,-0.03
2021,September,Margao,Groceries,11.34,10.59,-0.75
2021,September,Margao,Milk Products,2.69,2.91,0.22
2021,September,Margao,Ready to eat,1.88,1.76,-0.12
2021,September,Margao,Spices,5.96,5.44,-0.52
2021,September,Margao,Vegetables,2.71,2.92,0.21
2021,September,Siolim,Bakery,1.06,1.12,0.06
2021,September,Siolim,Beverages,1.95,1.92,-0.03
2021,September,Siolim,Fruits,1.85,1.96,0.11
2021,September,Siolim,Groceries,10.41,11.23,0.82
2021,September,Siolim,Milk Products,2.74,2.71,-0.03
2021,September,Siolim,Ready to eat,1.79,1.85,0.06
2021,September,Siolim,Spices,5.25,5.27,0.02
2021,September,Siolim,Vegetables,2.93,2.87,-0.06
2021,September,Baga,Bakery,1.04,1.05,0.01
2021,September,Baga,Beverages,1.92,1.92,0
2021,September,Baga,Fruits,1.73,1.92,0.19
2021,September,Baga,Groceries,10.97,11.48,0.51
2021,September,Baga,Milk Products,2.98,2.86,-0.12
2021,September,Baga,Ready to eat,1.99,1.92,-0.07
2021,September,Baga,Spices,5.44,5.59,0.15
2021,September,Baga,Vegetables,2.62,2.88,0.26
2021,September,Porvorim,Bakery,1.07,1.14,0.07
2021,September,Porvorim,Beverages,1.92,1.89,-0.03
2021,September,Porvorim,Fruits,1.88,1.76,-0.12
2021,September,Porvorim,Groceries,11.42,11.32,-0.1
2021,September,Porvorim,Milk Products,2.82,2.91,0.09
2021,September,Porvorim,Ready to eat,1.99,1.95,-0.04
2021,September,Porvorim,Spices,5.97,5.34,-0.63
2021,September,Porvorim,Vegetables,2.97,2.64,-0.33
2021,October,Panaji,Bakery,1.09,1.17,0.08
2021,October,Panaji,Beverages,1.89,1.83,-0.06
2021,October,Panaji,Fruits,1.79,1.96,0.17
2021,October,Panaji,Groceries,11.16,11.72,0.56
2021,October,Panaji,Milk Products,2.87,2.62,-0.25
2021,October,Panaji,Ready to eat,1.86,1.89,0.03
2021,October,Panaji,Spices,5.82,5.39,-0.43
2021,October,Panaji,Vegetables,2.89,2.82,-0.07
2021,October,Khorlim,Bakery,1.1,1.08,-0.02
2021,October,Khorlim,Beverages,1.95,1.95,0
2021,October,Khorlim,Fruits,1.82,1.75,-0.07
2021,October,Khorlim,Groceries,11.79,11.48,-0.31
2021,October,Khorlim,Milk Products,2.87,2.77,-0.1
2021,October,Khorlim,Ready to eat,1.97,1.97,0
2021,October,Khorlim,Spices,5.83,5.64,-0.19
2021,October,Khorlim,Vegetables,2.76,2.9,0.14
2021,October,KTC,Bakery,1.13,1.06,-0.07
2021,October,KTC,Beverages,1.83,1.94,0.11
2021,October,KTC,Fruits,1.92,1.84,-0.08
2021,October,KTC,Groceries,11.03,11.54,0.51
2021,October,KTC,Milk Products,2.85,2.67,-0.18
2021,October,KTC,Ready to eat,1.92,1.91,-0.01
2021,October,KTC,Spices,5.6,5.86,0.26
2021,October,KTC,Vegetables,2.74,2.76,0.02
2021,October,Margao,Bakery,1.06,1.18,0.12
2021,October,Margao,Beverages,1.83,1.81,-0.02
2021,October,Margao,Fruits,1.91,1.85,-0.06
2021,October,Margao,Groceries,11.15,11.93,0.78
2021,October,Margao,Milk Products,2.68,2.8,0.12
2021,October,Margao,Ready to eat,1.79,1.92,0.13
2021,October,Margao,Spices,5.23,5.81,0.58
2021,October,Margao,Vegetables,2.89,2.7,-0.19
2021,October,Siolim,Bakery,1.18,1.08,-0.1
2021,October,Siolim,Beverages,1.83,1.99,0.16
2021,October,Siolim,Fruits,1.96,1.79,-0.17
2021,October,Siolim,Groceries,10.42,10.74,0.32
2021,October,Siolim,Milk Products,2.7,2.84,0.14
2021,October,Siolim,Ready to eat,1.87,1.76,-0.11
2021,October,Siolim,Spices,5.28,5.68,0.4
2021,October,Siolim,Vegetables,2.6,2.72,0.12
2021,October,Baga,Bakery,1.14,1.06,-0.08
2021,October,Baga,Beverages,1.93,1.84,-0.09
2021,October,Baga,Fruits,1.86,1.83,-0.03
2021,October,Baga,Groceries,10.77,10.85,0.08
2021,October,Baga,Milk Products,2.91,2.96,0.05
2021,October,Baga,Ready to eat,1.87,1.76,-0.11
2021,October,Baga,Spices,5.21,5.78,0.57
2021,October,Baga,Vegetables,2.68,2.98,0.3
2021,October,Porvorim,Bakery,1.18,1.12,-0.06
2021,October,Porvorim,Beverages,1.99,1.8,-0.19
2021,October,Porvorim,Fruits,1.93,1.91,-0.02
2021,October,Porvorim,Groceries,10.4,11.74,1.34
2021,October,Porvorim,Milk Products,2.82,2.89,0.07
2021,October,Porvorim,Ready to eat,1.89,1.75,-0.14
2021,October,Porvorim,Spices,5.52,5.86,0.34
2021,October,Porvorim,Vegetables,2.87,2.71,-0.16
2021,November,Panaji,Bakery,1.05,1.18,0.13
2021,November,Panaji,Beverages,1.95,1.92,-0.03
2021,November,Panaji,Fruits,1.81,1.86,0.05
2021,November,Panaji,Groceries,11.91,10.78,-1.13
2021,November,Panaji,Milk Products,2.82,2.75,-0.07
2021,November,Panaji,Ready to eat,1.82,1.79,-0.03
2021,November,Panaji,Spices,5.48,5.52,0.04
2021,November,Panaji,Vegetables,2.81,2.86,0.05
2021,November,Khorlim,Bakery,1.11,1.07,-0.04
2021,November,Khorlim,Beverages,1.74,1.78,0.04
2021,November,Khorlim,Fruits,1.93,1.83,-0.1
2021,November,Khorlim,Groceries,11.09,10.39,-0.7
2021,November,Khorlim,Milk Products,2.62,2.7,0.08
2021,November,Khorlim,Ready to eat,1.84,1.78,-0.06
2021,November,Khorlim,Spices,5.61,5.97,0.36
2021,November,Khorlim,Vegetables,2.8,2.93,0.13
2021,November,KTC,Bakery,1.04,1.13,0.09
2021,November,KTC,Beverages,1.75,1.76,0.01
2021,November,KTC,Fruits,1.84,1.8,-0.04
2021,November,KTC,Groceries,11.17,11.97,0.8
2021,November,KTC,Milk Products,2.93,2.7,-0.23
2021,November,KTC,Ready to eat,1.95,1.94,-0.01
2021,November,KTC,Spices,5.64,5.62,-0.02
2021,November,KTC,Vegetables,2.97,2.76,-0.21
2021,November,Margao,Bakery,1.17,1.2,0.03
2021,November,Margao,Beverages,1.83,1.73,-0.1
2021,November,Margao,Fruits,1.8,1.94,0.14
2021,November,Margao,Groceries,10.8,10.71,-0.09
2021,November,Margao,Milk Products,2.79,2.72,-0.07
2021,November,Margao,Ready to eat,1.92,1.77,-0.15
2021,November,Margao,Spices,5.24,5.36,0.12
2021,November,Margao,Vegetables,2.8,2.88,0.08
2021,November,Siolim,Bakery,1.06,1.15,0.09
2021,November,Siolim,Beverages,1.84,1.75,-0.09
2021,November,Siolim,Fruits,1.87,2,0.13
2021,November,Siolim,Groceries,11.3,11.58,0.28
2021,November,Siolim,Milk Products,2.83,2.82,-0.01
2021,November,Siolim,Ready to eat,1.78,1.79,0.01
2021,November,Siolim,Spices,5.87,5.21,-0.66
2021,November,Siolim,Vegetables,2.66,2.76,0.1
2021,November,Baga,Bakery,1.2,1.13,-0.07
2021,November,Baga,Beverages,1.95,1.79,-0.16
2021,November,Baga,Fruits,1.8,1.77,-0.03
2021,November,Baga,Groceries,11.91,11.35,-0.56
2021,November,Baga,Milk Products,2.61,2.68,0.07
2021,November,Baga,Ready to eat,1.82,1.75,-0.07
2021,November,Baga,Spices,5.79,5.95,0.16
2021,November,Baga,Vegetables,2.78,2.79,0.01
2021,November,Porvorim,Bakery,1.18,1.12,-0.06
2021,November,Porvorim,Beverages,1.76,1.94,0.18
2021,November,Porvorim,Fruits,1.85,1.78,-0.07
2021,November,Porvorim,Groceries,11.96,11.55,-0.41
2021,November,Porvorim,Milk Products,2.6,2.91,0.31
2021,November,Porvorim,Ready to eat,1.96,1.76,-0.2
2021,November,Porvorim,Spices,5.97,5.19,-0.78
2021,November,Porvorim,Vegetables,2.69,2.74,0.05
2021,December,Panaji,Bakery,1.12,1.04,-0.08
2021,December,Panaji,Beverages,1.86,1.78,-0.08
2021,December,Panaji,Fruits,1.83,1.91,0.08
2021,December,Panaji,Groceries,11.99,10.95,-1.04
2021,December,Panaji,Milk Products,2.69,2.98,0.29
2021,December,Panaji,Ready to eat,1.83,1.76,-0.07
2021,December,Panaji,Spices,5.9,5.49,-0.41
2021,December,Panaji,Vegetables,2.66,2.78,0.12
2021,December,Khorlim,Bakery,1.17,1.17,0
2021,December,Khorlim,Beverages,1.82,1.9,0.08
2021,December,Khorlim,Fruits,1.85,1.97,0.12
2021,December,Khorlim,Groceries,11.26,11.24,-0.02
2021,December,Khorlim,Milk Products,2.82,2.98,0.16
2021,December,Khorlim,Ready to eat,1.76,1.89,0.13
2021,December,Khorlim,Spices,5.41,5.2,-0.21
2021,December,Khorlim,Vegetables,2.85,2.62,-0.23
2021,December,KTC,Bakery,1.12,1.2,0.08
2021,December,KTC,Beverages,1.94,1.92,-0.02
2021,December,KTC,Fruits,1.86,1.73,-0.13
2021,December,KTC,Groceries,11.34,10.89,-0.45
2021,December,KTC,Milk Products,2.75,2.97,0.22
2021,December,KTC,Ready to eat,1.88,1.86,-0.02
2021,December,KTC,Spices,5.79,5.44,-0.35
2021,December,KTC,Vegetables,2.64,2.78,0.14
2021,December,Margao,Bakery,1.11,1.19,0.08
2021,December,Margao,Beverages,2,1.92,-0.08
2021,December,Margao,Fruits,1.82,1.85,0.03
2021,December,Margao,Groceries,11.32,11.89,0.57
2021,December,Margao,Milk Products,2.64,2.92,0.28
2021,December,Margao,Ready to eat,1.92,1.82,-0.1
2021,December,Margao,Spices,5.51,5.96,0.45
2021,December,Margao,Vegetables,2.83,2.91,0.08
2021,December,Siolim,Bakery,1.16,1.1,-0.06
2021,December,Siolim,Beverages,1.87,1.9,0.03
2021,December,Siolim,Fruits,1.83,1.85,0.02
2021,December,Siolim,Groceries,11.99,10.68,-1.31
2021,December,Siolim,Milk Products,2.94,2.72,-0.22
2021,December,Siolim,Ready to eat,1.89,1.94,0.05
2021,December,Siolim,Spices,5.66,5.27,-0.39
2021,December,Siolim,Vegetables,2.74,2.94,0.2
2021,December,Baga,Bakery,1.12,1.08,-0.04
2021,December,Baga,Beverages,1.96,1.82,-0.14
2021,December,Baga,Fruits,1.74,1.99,0.25
2021,December,Baga,Groceries,10.86,10.86,0
2021,December,Baga,Milk Products,2.64,2.89,0.25
2021,December,Baga,Ready to eat,1.78,1.95,0.17
2021,December,Baga,Spices,5.76,5.42,-0.34
2021,December,Baga,Vegetables,2.9,2.73,-0.17
2021,December,Porvorim,Bakery,1.17,1.1,-0.07
2021,December,Porvorim,Beverages,1.85,1.88,0.03
2021,December,Porvorim,Fruits,1.97,1.79,-0.18
2021,December,Porvorim,Groceries,11.04,10.66,-0.38
2021,December,Porvorim,Milk Products,2.81,2.67,-0.14
2021,December,Porvorim,Ready to eat,1.91,1.95,0.04
2021,December,Porvorim,Spices,5.9,5.82,-0.08
2021,December,Porvorim,Vegetables,2.74,2.81,0.07
2022,January,Panaji,Bakery,1.12,1.14,0.02
2022,January,Panaji,Beverages,1.81,1.91,0.1
2022,January,Panaji,Fruits,1.83,1.78,-0.05
2022,January,Panaji,Groceries,11.89,11.17,-0.72
2022,January,Panaji,Milk Products,2.89,2.68,-0.21
2022,January,Panaji,Ready to eat,1.74,1.75,0.01
2022,January,Panaji,Spices,5.68,5.31,-0.37
2022,January,Panaji,Vegetables,2.62,2.99,0.37
2022,January,Khorlim,Bakery,1.14,1.15,0.01
2022,January,Khorlim,Beverages,1.87,1.83,-0.04
2022,January,Khorlim,Fruits,1.93,1.82,-0.11
2022,January,Khorlim,Groceries,10.66,11.72,1.06
2022,January,Khorlim,Milk Products,2.7,2.77,0.07
2022,January,Khorlim,Ready to eat,1.95,1.79,-0.16
2022,January,Khorlim,Spices,5.55,5.52,-0.03
2022,January,Khorlim,Vegetables,2.9,2.85,-0.05
2022,January,KTC,Bakery,1.12,1.11,-0.01
2022,January,KTC,Beverages,1.74,1.87,0.13
2022,January,KTC,Fruits,1.74,1.95,0.21
2022,January,KTC,Groceries,11.19,10.4,-0.79
2022,January,KTC,Milk Products,2.6,2.72,0.12
2022,January,KTC,Ready to eat,1.97,1.94,-0.03
2022,January,KTC,Spices,5.6,5.32,-0.28
2022,January,KTC,Vegetables,2.62,2.68,0.06
2022,January,Margao,Bakery,1.13,1.09,-0.04
2022,January,Margao,Beverages,1.8,1.9,0.1
2022,January,Margao,Fruits,1.9,1.81,-0.09
2022,January,Margao,Groceries,10.49,11.37,0.88
2022,January,Margao,Milk Products,2.96,2.79,-0.17
2022,January,Margao,Ready to eat,1.88,1.91,0.03
2022,January,Margao,Spices,5.25,5.37,0.12
2022,January,Margao,Vegetables,2.93,2.87,-0.06
2022,January,Siolim,Bakery,1.13,1.08,-0.05
2022,January,Siolim,Beverages,1.97,1.94,-0.03
2022,January,Siolim,Fruits,1.88,1.82,-0.06
2022,January,Siolim,Groceries,11.28,10.49,-0.79
2022,January,Siolim,Milk Products,2.94,2.95,0.01
2022,January,Siolim,Ready to eat,1.97,1.95,-0.02
2022,January,Siolim,Spices,5.65,5.82,0.17
2022,January,Siolim,Vegetables,2.86,2.73,-0.13
2022,January,Baga,Bakery,1.18,1.08,-0.1
2022,January,Baga,Beverages,1.89,1.86,-0.03
2022,January,Baga,Fruits,1.88,1.9,0.02
2022,January,Baga,Groceries,11.02,11.4,0.38
2022,January,Baga,Milk Products,2.9,2.68,-0.22
2022,January,Baga,Ready to eat,1.86,1.85,-0.01
2022,January,Baga,Spices,5.76,5.65,-0.11
2022,January,Baga,Vegetables,2.77,2.8,0.03
2022,January,Porvorim,Bakery,1.11,1.06,-0.05
2022,January,Porvorim,Beverages,1.96,1.94,-0.02
2022,January,Porvorim,Fruits,1.84,1.99,0.15
2022,January,Porvorim,Groceries,11.41,11.38,-0.03
2022,January,Porvorim,Milk Products,2.8,2.94,0.14
2022,January,Porvorim,Ready to eat,1.89,1.83,-0.06
2022,January,Porvorim,Spices,5.96,5.32,-0.64
2022,January,Porvorim,Vegetables,2.63,2.85,0.22
2022,February,Panaji,Bakery,1.09,1.18,0.09
2022,February,Panaji,Beverages,1.88,1.97,0.09
2022,February,Panaji,Fruits,1.76,1.8,0.04
2022,February,Panaji,Groceries,11.36,11.92,0.56
2022,February,Panaji,Milk Products,2.79,2.81,0.02
2022,February,Panaji,Ready to eat,1.92,1.85,-0.07
2022,February,Panaji,Spices,5.68,5.78,0.1
2022,February,Panaji,Vegetables,2.91,2.8,-0.11
2022,February,Khorlim,Bakery,1.05,1.19,0.14
2022,February,Khorlim,Beverages,1.78,1.79,0.01
2022,February,Khorlim,Fruits,1.87,1.92,0.05
2022,February,Khorlim,Groceries,11.17,10.45,-0.72
2022,February,Khorlim,Milk Products,2.61,2.89,0.28
2022,February,Khorlim,Ready to eat,1.8,1.99,0.19
2022,February,Khorlim,Spices,5.49,5.53,0.04
2022,February,Khorlim,Vegetables,2.68,2.93,0.25
2022,February,KTC,Bakery,1.16,1.09,-0.07
2022,February,KTC,Beverages,1.99,1.96,-0.03
2022,February,KTC,Fruits,1.98,1.89,-0.09
2022,February,KTC,Groceries,11.77,10.87,-0.9
2022,February,KTC,Milk Products,2.71,2.77,0.06
2022,February,KTC,Ready to eat,1.96,1.89,-0.07
2022,February,KTC,Spices,5.36,5.74,0.38
2022,February,KTC,Vegetables,2.61,2.71,0.1
2022,February,Margao,Bakery,1.13,1.08,-0.05
2022,February,Margao,Beverages,1.94,1.77,-0.17
2022,February,Margao,Fruits,1.91,1.96,0.05
2022,February,Margao,Groceries,10.63,10.85,0.22
2022,February,Margao,Milk Products,2.79,2.78,-0.01
2022,February,Margao,Ready to eat,1.95,1.73,-0.22
2022,February,Margao,Spices,5.65,5.57,-0.08
2022,February,Margao,Vegetables,2.89,2.89,0
2022,February,Siolim,Bakery,1.1,1.11,0.01
2022,February,Siolim,Beverages,1.82,1.98,0.16
2022,February,Siolim,Fruits,1.85,1.75,-0.1
2022,February,Siolim,Groceries,11.93,11.87,-0.06
2022,February,Siolim,Milk Products,2.62,2.76,0.14
2022,February,Siolim,Ready to eat,1.93,1.75,-0.18
2022,February,Siolim,Spices,5.72,5.46,-0.26
2022,February,Siolim,Vegetables,2.92,2.72,-0.2
2022,February,Baga,Bakery,1.14,1.08,-0.06
2022,February,Baga,Beverages,1.89,1.79,-0.1
2022,February,Baga,Fruits,1.76,1.79,0.03
2022,February,Baga,Groceries,10.6,10.9,0.3
2022,February,Baga,Milk Products,2.74,2.97,0.23
2022,February,Baga,Ready to eat,1.73,1.97,0.24
2022,February,Baga,Spices,5.85,5.77,-0.08
2022,February,Baga,Vegetables,2.85,2.92,0.07
2022,February,Porvorim,Bakery,1.16,1.13,-0.03
2022,February,Porvorim,Beverages,1.97,1.94,-0.03
2022,February,Porvorim,Fruits,1.75,1.81,0.06
2022,February,Porvorim,Groceries,10.44,11.83,1.39
2022,February,Porvorim,Milk Products,2.77,2.97,0.2
2022,February,Porvorim,Ready to eat,1.74,1.91,0.17
2022,February,Porvorim,Spices,5.63,5.85,0.22
2022,February,Porvorim,Vegetables,2.83,2.71,-0.12
2022,March,Panaji,Bakery,1.1,1.16,0.06
2022,March,Panaji,Beverages,1.82,1.94,0.12
2022,March,Panaji,Fruits,1.89,1.83,-0.06
2022,March,Panaji,Groceries,11.35,10.78,-0.57
2022,March,Panaji,Milk Products,2.69,2.69,0
2022,March,Panaji,Ready to eat,1.84,1.9,0.06
2022,March,Panaji,Spices,5.94,5.78,-0.16
2022,March,Panaji,Vegetables,2.88,2.99,0.11
2022,March,Khorlim,Bakery,1.14,1.19,0.05
2022,March,Khorlim,Beverages,1.76,1.84,0.08
2022,March,Khorlim,Fruits,1.95,1.85,-0.1
2022,March,Khorlim,Groceries,11.1,11.88,0.78
2022,March,Khorlim,Milk Products,2.72,2.74,0.02
2022,March,Khorlim,Ready to eat,1.95,1.98,0.03
2022,March,Khorlim,Spices,5.97,5.98,0.01
2022,March,Khorlim,Vegetables,2.85,2.8,-0.05
2022,March,KTC,Bakery,1.19,1.11,-0.08
2022,March,KTC,Beverages,1.91,1.84,-0.07
2022,March,KTC,Fruits,2,1.97,-0.03
2022,March,KTC,Groceries,10.89,11.12,0.23
2022,March,KTC,Milk Products,2.71,2.72,0.01
2022,March,KTC,Ready to eat,1.78,1.99,0.21
2022,March,KTC,Spices,5.28,5.41,0.13
2022,March,KTC,Vegetables,2.65,2.67,0.02
2022,March,Margao,Bakery,1.05,1.1,0.05
2022,March,Margao,Beverages,1.91,1.98,0.07
2022,March,Margao,Fruits,1.84,1.94,0.1
2022,March,Margao,Groceries,10.85,11.6,0.75
2022,March,Margao,Milk Products,2.99,2.85,-0.14
2022,March,Margao,Ready to eat,1.73,1.92,0.19
2022,March,Margao,Spices,5.42,5.86,0.44
2022,March,Margao,Vegetables,2.69,2.72,0.03
2022,March,Siolim,Bakery,1.2,1.09,-0.11
2022,March,Siolim,Beverages,1.8,1.98,0.18
2022,March,Siolim,Fruits,1.98,1.94,-0.04
2022,March,Siolim,Groceries,11.89,11.35,-0.54
2022,March,Siolim,Milk Products,2.96,2.7,-0.26
2022,March,Siolim,Ready to eat,1.85,1.74,-0.11
2022,March,Siolim,Spices,5.51,5.86,0.35
2022,March,Siolim,Vegetables,2.8,2.64,-0.16
2022,March,Baga,Bakery,1.11,1.12,0.01
2022,March,Baga,Beverages,1.92,1.91,-0.01
2022,March,Baga,Fruits,1.96,1.97,0.01
2022,March,Baga,Groceries,10.41,10.88,0.47
2022,March,Baga,Milk Products,2.64,2.94,0.3
2022,March,Baga,Ready to eat,1.79,1.79,0
2022,March,Baga,Spices,5.82,5.9,0.08
2022,March,Baga,Vegetables,2.87,2.95,0.08
2022,March,Porvorim,Bakery,1.11,1.09,-0.02
2022,March,Porvorim,Beverages,1.89,1.96,0.07
2022,March,Porvorim,Fruits,1.78,1.78,0
2022,March,Porvorim,Groceries,10.58,11.93,1.35
2022,March,Porvorim,Milk Products,2.76,2.64,-0.12
2022,March,Porvorim,Ready to eat,1.83,1.98,0.15
2022,March,Porvorim,Spices,5.63,5.83,0.2
2022,March,Porvorim,Vegetables,2.7,2.73,0.03
2022,April,Panaji,Bakery,1.07,1.15,0.08
2022,April,Panaji,Beverages,1.84,1.94,0.1
2022,April,Panaji,Fruits,1.98,1.85,-0.13
2022,April,Panaji,Groceries,10.84,10.39,-0.45
