Outlet,Year,Month,Item Name,Selling Price,Cost Price,Selling Qty
Panaji,2022,July,Sambar,110,34.1,164
Panaji,2022,July,Rasam,55,18.15,398
Panaji,2022,July,Curd,100,31.0,277
Panaji,2022,July,Buttermilk,60,19.2,258
Panaji,2022,July,Lassi,105,34.65,300
Panaji,2022,July,Fresh Juice,40,12.0,123
Panaji,2022,July,Mango Lassi,140,43.4,373
Panaji,2022,July,Sweet Lassi,150,46.5,173
Panaji,2022,July,Jeera Rice,120,40.8,297
Panaji,2022,July,Boiled Rice,45,14.85,322
Panaji,2022,July,Steamed Veg,75,24.75,423
Panaji,2022,July,Veg Salad,45,13.5,49
Panaji,2022,July,Papad,110,35.2,251
Panaji,2022,July,Pickle,40,12.4,349
Panaji,2022,July,Chutney,75,23.25,415
Panaji,2022,July,Sambar Vada,140,43.4,169
Panaji,2022,July,Coconut Chutney,100,33.0,341
Panaji,2022,July,Mint Chutney,50,15.5,48
Panaji,2022,July,Tomato Chutney,95,30.4,226
Panaji,2022,July,Ginger Tea,135,44.55,462
Panaji,2022,July,Masala Tea,105,33.6,97
Panaji,2022,July,Lemon Tea,75,24.0,332
Panaji,2022,July,Soup,100,32.0,165
Panaji,2022,July,Tomato Soup,90,29.7,335
Panaji,2022,July,Veg Soup,95,29.45,355
Panaji,2022,July,Sweet Pongal,70,23.1,90
Panaji,2022,July,Dry Fruit Halwa,50,16.5,385
Panaji,2022,July,Gulab Jamun,65,19.5,132
Panaji,2022,July,Kesari,95,31.35,286
Panaji,2022,July,Payasam,40,12.0,413
Panaji,2022,August,Idli,80,26.4,241
Panaji,2022,August,Vada,145,46.4,305
Panaji,2022,August,Dosa,150,51.0,165
Panaji,2022,August,Masala Dosa,75,23.25,207
Panaji,2022,August,Onion Dosa,70,21.7,104
Panaji,2022,August,Set Dosa,60,18.0,499
Panaji,2022,August,Rava Dosa,90,27.0,359
Panaji,2022,August,Paneer Dosa,65,20.8,298
Panaji,2022,August,Ghee Roast,110,35.2,221
Panaji,2022,August,Uttapam,125,37.5,143
Panaji,2022,August,Onion Uttapam,40,12.4,86
Panaji,2022,August,Tomato Uttapam,45,13.5,89
Panaji,2022,August,Pongal,55,18.15,38
Panaji,2022,August,Upma,80,26.4,500
Panaji,2022,August,Poori Bhaji,115,35.65,247
Panaji,2022,August,Kesari Bath,120,39.6,91
Panaji,2022,August,Mini Tiffin,130,44.2,184
Panaji,2022,August,Ghee Idli,65,21.45,73
Panaji,2022,August,Ragi Dosa,45,14.4,175
Panaji,2022,August,Neer Dosa,135,41.85,82
Panaji,2022,August,Appam,140,44.8,215
Panaji,2022,August,Idiappam,125,42.5,199
Panaji,2022,August,Steamed Rice,85,26.35,42
Panaji,2022,August,Lemon Rice,65,21.45,342
Panaji,2022,August,Tomato Rice,115,39.1,287
Panaji,2022,August,Curd Rice,50,15.5,318
Panaji,2022,August,Sambar Rice,140,43.4,186
Panaji,2022,August,Bisibele Bath,140,46.2,190
Panaji,2022,August,Veg Pulao,115,36.8,445
Panaji,2022,August,Veg Kurma,150,46.5,307
Panaji,2022,August,Chapati Kurma,75,24.0,418
Panaji,2022,August,Parotta,120,39.6,318
Panaji,2022,August,Kothu Parotta,95,28.5,199
Panaji,2022,August,Chole Batura,55,18.15,256
Panaji,2022,August,Bhature,115,37.95,359
Panaji,2022,August,Pesarattu,50,15.5,447
Panaji,2022,August,Rava Idli,140,42.0,356
Panaji,2022,August,Medu Vada,65,19.5,144
Panaji,2022,August,Kharabath,110,33.0,296
Panaji,2022,August,Kichdi,115,34.5,241
Panaji,2022,August,Sagu Dosa,65,22.1,317
Panaji,2022,August,Benne Dosa,40,12.8,152
Panaji,2022,August,Veg Biryani,45,13.95,95
Panaji,2022,August,Tamarind Rice,55,17.6,240
Panaji,2022,August,Palak Dosa,50,17.0,354
Panaji,2022,August,Coconut Rice,95,30.4,43
Panaji,2022,August,Bun Dosa,100,30.0,117
Panaji,2022,August,Dahi Vada,145,46.4,173
Panaji,2022,August,Veg Sandwich,135,41.85,290
Panaji,2022,August,Tea,55,17.6,113
Panaji,2022,August,Coffee,95,32.3,94
Panaji,2022,August,Filter Coffee,130,42.9,123
Panaji,2022,August,Butter Dosa,85,25.5,454
Panaji,2022,August,Plain Dosa,80,27.2,44
Panaji,2022,August,Cheese Dosa,85,25.5,492
Panaji,2022,August,Garlic Dosa,90,27.0,450
Panaji,2022,August,Mysore Masala,50,16.0,181
Panaji,2022,August,Ghee Mysore Dosa,85,27.2,143
Panaji,2022,August,Podi Idli,50,15.0,171
Panaji,2022,August,Mini Idli,50,16.5,169
Panaji,2022,August,Idli Vada Combo,130,41.6,206
Panaji,2022,August,Dosa Vada Combo,50,17.0,456
Panaji,2022,August,Upma Pesarattu Combo,140,43.4,105
Panaji,2022,August,South Indian Meals,55,17.6,136
Panaji,2022,August,Veg Meals,90,29.7,400
Panaji,2022,August,Thali,130,42.9,220
Panaji,2022,August,Chapati,75,24.0,93
Panaji,2022,August,Phulka,130,40.3,381
Panaji,2022,August,Veg Curry,95,29.45,358
Panaji,2022,August,Dal Fry,125,41.25,164
Panaji,2022,August,Sambar,110,34.1,63
Panaji,2022,August,Rasam,55,16.5,283
Panaji,2022,August,Curd,100,31.0,494
Panaji,2022,August,Buttermilk,60,18.0,72
Panaji,2022,August,Lassi,105,31.5,118
Panaji,2022,August,Fresh Juice,40,13.2,253
Panaji,2022,August,Mango Lassi,140,42.0,283
Panaji,2022,August,Sweet Lassi,150,46.5,51
Panaji,2022,August,Jeera Rice,120,40.8,369
Panaji,2022,August,Boiled Rice,45,15.3,135
Panaji,2022,August,Steamed Veg,75,23.25,494
Panaji,2022,August,Veg Salad,45,14.4,288
Panaji,2022,August,Papad,110,35.2,101
Panaji,2022,August,Pickle,40,12.8,216
Panaji,2022,August,Chutney,75,24.0,446
Panaji,2022,August,Sambar Vada,140,47.6,150
Panaji,2022,August,Coconut Chutney,100,30.0,448
Panaji,2022,August,Mint Chutney,50,16.5,188
Panaji,2022,August,Tomato Chutney,95,30.4,126
Panaji,2022,August,Ginger Tea,135,41.85,448
Panaji,2022,August,Masala Tea,105,35.7,351
Panaji,2022,August,Lemon Tea,75,24.75,330
Panaji,2022,August,Soup,100,30.0,255
Panaji,2022,August,Tomato Soup,90,29.7,263
Panaji,2022,August,Veg Soup,95,31.35,35
Panaji,2022,August,Sweet Pongal,70,23.8,495
Panaji,2022,August,Dry Fruit Halwa,50,15.5,64
Panaji,2022,August,Gulab Jamun,65,21.45,102
Panaji,2022,August,Kesari,95,29.45,84
Panaji,2022,August,Payasam,40,13.2,201
Panaji,2022,September,Idli,80,24.8,75
Panaji,2022,September,Vada,145,43.5,469
Panaji,2022,September,Dosa,150,46.5,475
Panaji,2022,September,Masala Dosa,75,24.75,315
Panaji,2022,September,Onion Dosa,70,21.0,347
Panaji,2022,September,Set Dosa,60,18.6,299
Panaji,2022,September,Rava Dosa,90,27.9,467
Panaji,2022,September,Paneer Dosa,65,20.8,46
Panaji,2022,September,Ghee Roast,110,37.4,95
Panaji,2022,September,Uttapam,125,41.25,82
Panaji,2022,September,Onion Uttapam,40,13.2,96
Panaji,2022,September,Tomato Uttapam,45,15.3,269
Panaji,2022,September,Pongal,55,16.5,453
Panaji,2022,September,Upma,80,24.8,48
Panaji,2022,September,Poori Bhaji,115,35.65,474
Panaji,2022,September,Kesari Bath,120,38.4,485
Panaji,2022,September,Mini Tiffin,130,42.9,51
Panaji,2022,September,Ghee Idli,65,20.8,485
Panaji,2022,September,Ragi Dosa,45,15.3,261
Panaji,2022,September,Neer Dosa,135,40.5,90
Panaji,2022,September,Appam,140,46.2,109
Panaji,2022,September,Idiappam,125,37.5,26
Panaji,2022,September,Steamed Rice,85,28.05,160
Panaji,2022,September,Lemon Rice,65,20.15,50
Panaji,2022,September,Tomato Rice,115,34.5,266
Panaji,2022,September,Curd Rice,50,15.0,430
Panaji,2022,September,Sambar Rice,140,47.6,44
Panaji,2022,September,Bisibele Bath,140,43.4,359
Panaji,2022,September,Veg Pulao,115,37.95,156
Panaji,2022,September,Veg Kurma,150,51.0,268
Panaji,2022,September,Chapati Kurma,75,22.5,278
Panaji,2022,September,Parotta,120,37.2,444
Panaji,2022,September,Kothu Parotta,95,30.4,316
Panaji,2022,September,Chole Batura,55,18.7,95
Panaji,2022,September,Bhature,115,35.65,175
Panaji,2022,September,Pesarattu,50,16.5,395
Panaji,2022,September,Rava Idli,140,44.8,462
Panaji,2022,September,Medu Vada,65,19.5,341
Panaji,2022,September,Kharabath,110,35.2,158
Panaji,2022,September,Kichdi,115,39.1,397
Panaji,2022,September,Sagu Dosa,65,19.5,101
Panaji,2022,September,Benne Dosa,40,12.4,222
Panaji,2022,September,Veg Biryani,45,14.85,400
Panaji,2022,September,Tamarind Rice,55,17.05,52
Panaji,2022,September,Palak Dosa,50,15.0,311
Panaji,2022,September,Coconut Rice,95,32.3,38
Panaji,2022,September,Bun Dosa,100,33.0,213
Panaji,2022,September,Dahi Vada,145,46.4,273
Panaji,2022,September,Veg Sandwich,135,43.2,397
Panaji,2022,September,Tea,55,17.6,261
Panaji,2022,September,Coffee,95,30.4,246
Panaji,2022,September,Filter Coffee,130,40.3,81
Panaji,2022,September,Butter Dosa,85,27.2,292
Panaji,2022,September,Plain Dosa,80,24.8,110
Panaji,2022,September,Cheese Dosa,85,26.35,436
Panaji,2022,September,Garlic Dosa,90,28.8,321
Panaji,2022,September,Mysore Masala,50,16.0,38
Panaji,2022,September,Ghee Mysore Dosa,85,27.2,475
Panaji,2022,September,Podi Idli,50,17.0,328
Panaji,2022,September,Mini Idli,50,16.5,493
Panaji,2022,September,Idli Vada Combo,130,41.6,193
Panaji,2022,September,Dosa Vada Combo,50,16.0,268
Panaji,2022,September,Upma Pesarattu Combo,140,44.8,443
Panaji,2022,September,South Indian Meals,55,17.6,492
Panaji,2022,September,Veg Meals,90,28.8,382
Panaji,2022,September,Thali,130,40.3,182
Panaji,2022,September,Chapati,75,25.5,471
Panaji,2022,September,Phulka,130,39.0,412
Panaji,2022,September,Veg Curry,95,31.35,86
Panaji,2022,September,Dal Fry,125,41.25,433
Panaji,2022,September,Sambar,110,36.3,392
Panaji,2022,September,Rasam,55,18.7,370
Panaji,2022,September,Curd,100,33.0,489
Panaji,2022,September,Buttermilk,60,19.2,159
Panaji,2022,September,Lassi,105,33.6,146
Panaji,2022,September,Fresh Juice,40,13.6,25
Panaji,2022,September,Mango Lassi,140,44.8,209
Panaji,2022,September,Sweet Lassi,150,46.5,191
Panaji,2022,September,Jeera Rice,120,38.4,157
Panaji,2022,September,Boiled Rice,45,13.95,185
Panaji,2022,September,Steamed Veg,75,24.0,230
Panaji,2022,September,Veg Salad,45,14.85,305
Panaji,2022,September,Papad,110,36.3,74
Panaji,2022,September,Pickle,40,12.4,335
Panaji,2022,September,Chutney,75,22.5,463
Panaji,2022,September,Sambar Vada,140,44.8,285
Panaji,2022,September,Coconut Chutney,100,33.0,282
Panaji,2022,September,Mint Chutney,50,15.5,213
Panaji,2022,September,Tomato Chutney,95,30.4,244
Panaji,2022,September,Ginger Tea,135,40.5,387
Panaji,2022,September,Masala Tea,105,33.6,416
Panaji,2022,September,Lemon Tea,75,24.0,116
Panaji,2022,September,Soup,100,34.0,199
Panaji,2022,September,Tomato Soup,90,29.7,241
Panaji,2022,September,Veg Soup,95,28.5,396
Panaji,2022,September,Sweet Pongal,70,22.4,110
Panaji,2022,September,Dry Fruit Halwa,50,16.5,76
Panaji,2022,September,Gulab Jamun,65,20.15,360
Panaji,2022,September,Kesari,95,29.45,141
Panaji,2022,September,Payasam,40,12.0,41
Panaji,2022,October,Idli,80,26.4,327
Panaji,2022,October,Vada,145,44.95,473
Panaji,2022,October,Dosa,150,45.0,64
Panaji,2022,October,Masala Dosa,75,22.5,194
Panaji,2022,October,Onion Dosa,70,22.4,450
Panaji,2022,October,Set Dosa,60,20.4,433
Panaji,2022,October,Rava Dosa,90,27.9,88
Panaji,2022,October,Paneer Dosa,65,20.15,470
Panaji,2022,October,Ghee Roast,110,33.0,475
Panaji,2022,October,Uttapam,125,38.75,442
Panaji,2022,October,Onion Uttapam,40,12.8,380
Panaji,2022,October,Tomato Uttapam,45,13.95,462
Panaji,2022,October,Pongal,55,18.15,139
Panaji,2022,October,Upma,80,24.8,442
Panaji,2022,October,Poori Bhaji,115,36.8,180
Panaji,2022,October,Kesari Bath,120,38.4,363
Panaji,2022,October,Mini Tiffin,130,42.9,337
Panaji,2022,October,Ghee Idli,65,20.8,84
Panaji,2022,October,Ragi Dosa,45,14.85,113
Panaji,2022,October,Neer Dosa,135,43.2,283
Panaji,2022,October,Appam,140,43.4,452
Panaji,2022,October,Idiappam,125,41.25,91
Panaji,2022,October,Steamed Rice,85,28.9,226
Panaji,2022,October,Lemon Rice,65,22.1,144
Panaji,2022,October,Tomato Rice,115,34.5,102
Panaji,2022,October,Curd Rice,50,16.0,364
Panaji,2022,October,Sambar Rice,140,44.8,461
Panaji,2022,October,Bisibele Bath,140,44.8,176
Panaji,2022,October,Veg Pulao,115,34.5,217
Panaji,2022,October,Veg Kurma,150,46.5,167
Panaji,2022,October,Chapati Kurma,75,23.25,209
Panaji,2022,October,Parotta,120,38.4,237
Panaji,2022,October,Kothu Parotta,95,29.45,206
Panaji,2022,October,Chole Batura,55,17.05,143
Panaji,2022,October,Bhature,115,36.8,405
Panaji,2022,October,Pesarattu,50,15.5,293
Panaji,2022,October,Rava Idli,140,43.4,138
Panaji,2022,October,Medu Vada,65,21.45,234
Panaji,2022,October,Kharabath,110,35.2,407
Panaji,2022,October,Kichdi,115,37.95,163
Panaji,2022,October,Sagu Dosa,65,21.45,297
Panaji,2022,October,Benne Dosa,40,13.6,323
Panaji,2022,October,Veg Biryani,45,13.95,450
Panaji,2022,October,Tamarind Rice,55,18.7,384
Panaji,2022,October,Palak Dosa,50,16.5,218
Panaji,2022,October,Coconut Rice,95,32.3,143
Panaji,2022,October,Bun Dosa,100,33.0,44
Panaji,2022,October,Dahi Vada,145,44.95,111
Panaji,2022,October,Veg Sandwich,135,44.55,279
Panaji,2022,October,Tea,55,17.05,110
Panaji,2022,October,Coffee,95,32.3,313
Panaji,2022,October,Filter Coffee,130,40.3,62
Panaji,2022,October,Butter Dosa,85,28.05,449
Panaji,2022,October,Plain Dosa,80,25.6,349
Panaji,2022,October,Cheese Dosa,85,28.05,302
Panaji,2022,October,Garlic Dosa,90,27.0,496
Panaji,2022,October,Mysore Masala,50,15.0,267
Panaji,2022,October,Ghee Mysore Dosa,85,26.35,259
Panaji,2022,October,Podi Idli,50,16.5,394
Panaji,2022,October,Mini Idli,50,16.0,52
Panaji,2022,October,Idli Vada Combo,130,39.0,112
Panaji,2022,October,Dosa Vada Combo,50,17.0,276
Panaji,2022,October,Upma Pesarattu Combo,140,47.6,99
Panaji,2022,October,South Indian Meals,55,18.15,273
Panaji,2022,October,Veg Meals,90,27.0,447
Panaji,2022,October,Thali,130,40.3,92
Panaji,2022,October,Chapati,75,23.25,25
Panaji,2022,October,Phulka,130,41.6,465
Panaji,2022,October,Veg Curry,95,28.5,361
Panaji,2022,October,Dal Fry,125,41.25,178
Panaji,2022,October,Sambar,110,35.2,495
Panaji,2022,October,Rasam,55,17.05,187
Panaji,2022,October,Curd,100,32.0,318
Panaji,2022,October,Buttermilk,60,18.6,267
Panaji,2022,October,Lassi,105,34.65,106
Panaji,2022,October,Fresh Juice,40,13.6,373
Panaji,2022,October,Mango Lassi,140,44.8,178
Panaji,2022,October,Sweet Lassi,150,48.0,247
Panaji,2022,October,Jeera Rice,120,39.6,443
Panaji,2022,October,Boiled Rice,45,15.3,195
Panaji,2022,October,Steamed Veg,75,24.75,70
Panaji,2022,October,Veg Salad,45,15.3,487
Panaji,2022,October,Papad,110,36.3,118
Panaji,2022,October,Pickle,40,12.8,267
Panaji,2022,October,Chutney,75,23.25,468
Panaji,2022,October,Sambar Vada,140,44.8,52
Panaji,2022,October,Coconut Chutney,100,33.0,133
Panaji,2022,October,Mint Chutney,50,16.5,488
Panaji,2022,October,Tomato Chutney,95,30.4,210
Panaji,2022,October,Ginger Tea,135,40.5,44
Panaji,2022,October,Masala Tea,105,35.7,171
Panaji,2022,October,Lemon Tea,75,22.5,156
Panaji,2022,October,Soup,100,31.0,27
Panaji,2022,October,Tomato Soup,90,27.0,400
Panaji,2022,October,Veg Soup,95,32.3,449
Panaji,2022,October,Sweet Pongal,70,22.4,223
Panaji,2022,October,Dry Fruit Halwa,50,17.0,446
Panaji,2022,October,Gulab Jamun,65,21.45,50
Panaji,2022,October,Kesari,95,28.5,157
Panaji,2022,October,Payasam,40,12.0,152
Panaji,2022,November,Idli,80,26.4,280
Panaji,2022,November,Vada,145,44.95,213
Panaji,2022,November,Dosa,150,51.0,391
Panaji,2022,November,Masala Dosa,75,24.0,473
Panaji,2022,November,Onion Dosa,70,23.1,249
Panaji,2022,November,Set Dosa,60,18.0,463
Panaji,2022,November,Rava Dosa,90,28.8,389
Panaji,2022,November,Paneer Dosa,65,20.8,430
Panaji,2022,November,Ghee Roast,110,33.0,143
Panaji,2022,November,Uttapam,125,38.75,461
Panaji,2022,November,Onion Uttapam,40,12.8,271
Panaji,2022,November,Tomato Uttapam,45,15.3,135
Panaji,2022,November,Pongal,55,16.5,375
Panaji,2022,November,Upma,80,24.8,146
Panaji,2022,November,Poori Bhaji,115,35.65,49
Panaji,2022,November,Kesari Bath,120,37.2,122
Panaji,2022,November,Mini Tiffin,130,42.9,95
Panaji,2022,November,Ghee Idli,65,19.5,245
Panaji,2022,November,Ragi Dosa,45,13.95,439
Panaji,2022,November,Neer Dosa,135,40.5,226
Panaji,2022,November,Appam,140,47.6,495
Panaji,2022,November,Idiappam,125,40.0,386
Panaji,2022,November,Steamed Rice,85,28.9,292
Panaji,2022,November,Lemon Rice,65,20.8,150
Panaji,2022,November,Tomato Rice,115,37.95,441
Panaji,2022,November,Curd Rice,50,15.0,417
Panaji,2022,November,Sambar Rice,140,44.8,161
Panaji,2022,November,Bisibele Bath,140,43.4,412
Panaji,2022,November,Veg Pulao,115,37.95,24
Panaji,2022,November,Veg Kurma,150,46.5,420
Panaji,2022,November,Chapati Kurma,75,23.25,54
Panaji,2022,November,Parotta,120,36.0,77
Panaji,2022,November,Kothu Parotta,95,31.35,338
Panaji,2022,November,Chole Batura,55,17.05,465
Panaji,2022,November,Bhature,115,37.95,494
Panaji,2022,November,Pesarattu,50,16.5,54
Panaji,2022,November,Rava Idli,140,44.8,43
Panaji,2022,November,Medu Vada,65,20.15,358
Panaji,2022,November,Kharabath,110,36.3,357
Panaji,2022,November,Kichdi,115,36.8,137
Panaji,2022,November,Sagu Dosa,65,21.45,213
Panaji,2022,November,Benne Dosa,40,12.4,286
Panaji,2022,November,Veg Biryani,45,13.95,85
Panaji,2022,November,Tamarind Rice,55,17.05,360
Panaji,2022,November,Palak Dosa,50,16.5,357
Panaji,2022,November,Coconut Rice,95,29.45,69
Panaji,2022,November,Bun Dosa,100,31.0,24
Panaji,2022,November,Dahi Vada,145,43.5,99
Panaji,2022,November,Veg Sandwich,135,45.9,143
Panaji,2022,November,Tea,55,18.7,48
Panaji,2022,November,Coffee,95,32.3,283
Panaji,2022,November,Filter Coffee,130,39.0,240
Panaji,2022,November,Butter Dosa,85,28.05,211
Panaji,2022,November,Plain Dosa,80,24.8,62
Panaji,2022,November,Cheese Dosa,85,26.35,462
Panaji,2022,November,Garlic Dosa,90,27.0,67
Panaji,2022,November,Mysore Masala,50,16.0,143
Panaji,2022,November,Ghee Mysore Dosa,85,28.9,95
Panaji,2022,November,Podi Idli,50,16.5,237
Panaji,2022,November,Mini Idli,50,15.0,100
Panaji,2022,November,Idli Vada Combo,130,42.9,170
Panaji,2022,November,Dosa Vada Combo,50,16.5,473
Panaji,2022,November,Upma Pesarattu Combo,140,46.2,60
Panaji,2022,November,South Indian Meals,55,18.15,357
Panaji,2022,November,Veg Meals,90,30.6,31
Panaji,2022,November,Thali,130,40.3,427
Panaji,2022,November,Chapati,75,22.5,256
Panaji,2022,November,Phulka,130,40.3,71
Panaji,2022,November,Veg Curry,95,30.4,179
Panaji,2022,November,Dal Fry,125,41.25,301
Panaji,2022,November,Sambar,110,34.1,21
Panaji,2022,November,Rasam,55,18.15,404
Panaji,2022,November,Curd,100,31.0,183
Panaji,2022,November,Buttermilk,60,19.2,104
Panaji,2022,November,Lassi,105,33.6,152
Panaji,2022,November,Fresh Juice,40,12.8,275
Panaji,2022,November,Mango Lassi,140,43.4,433
Panaji,2022,November,Sweet Lassi,150,45.0,430
Panaji,2022,November,Jeera Rice,120,39.6,418
Panaji,2022,November,Boiled Rice,45,14.4,422
Panaji,2022,November,Steamed Veg,75,22.5,409
Panaji,2022,November,Veg Salad,45,14.4,213
Panaji,2022,November,Papad,110,34.1,331
Panaji,2022,November,Pickle,40,12.0,191
Panaji,2022,November,Chutney,75,24.75,39
Panaji,2022,November,Sambar Vada,140,43.4,330
Panaji,2022,November,Coconut Chutney,100,33.0,362
Panaji,2022,November,Mint Chutney,50,15.5,284
Panaji,2022,November,Tomato Chutney,95,29.45,285
Panaji,2022,November,Ginger Tea,135,44.55,349
Panaji,2022,November,Masala Tea,105,34.65,164
Panaji,2022,November,Lemon Tea,75,25.5,178
Panaji,2022,November,Soup,100,33.0,342
Panaji,2022,November,Tomato Soup,90,29.7,242
Panaji,2022,November,Veg Soup,95,29.45,363
Panaji,2022,November,Sweet Pongal,70,22.4,466
Panaji,2022,November,Dry Fruit Halwa,50,15.0,56
Panaji,2022,November,Gulab Jamun,65,20.15,241
Panaji,2022,November,Kesari,95,30.4,104
Panaji,2022,November,Payasam,40,13.2,236
Panaji,2022,December,Idli,80,25.6,353
Panaji,2022,December,Vada,145,49.3,363
Panaji,2022,December,Dosa,150,46.5,139
Panaji,2022,December,Masala Dosa,75,24.0,36
Panaji,2022,December,Onion Dosa,70,22.4,311
Panaji,2022,December,Set Dosa,60,18.6,355
Panaji,2022,December,Rava Dosa,90,28.8,341
Panaji,2022,December,Paneer Dosa,65,20.8,133
Panaji,2022,December,Ghee Roast,110,34.1,99
Panaji,2022,December,Uttapam,125,38.75,381
Panaji,2022,December,Onion Uttapam,40,13.6,337
Panaji,2022,December,Tomato Uttapam,45,14.4,78
Panaji,2022,December,Pongal,55,18.15,301
Panaji,2022,December,Upma,80,24.8,64
Panaji,2022,December,Poori Bhaji,115,35.65,419
Panaji,2022,December,Kesari Bath,120,39.6,459
Panaji,2022,December,Mini Tiffin,130,42.9,186
Panaji,2022,December,Ghee Idli,65,21.45,376
Panaji,2022,December,Ragi Dosa,45,14.85,236
Panaji,2022,December,Neer Dosa,135,43.2,239
Panaji,2022,December,Appam,140,46.2,490
Panaji,2022,December,Idiappam,125,40.0,390
Panaji,2022,December,Steamed Rice,85,27.2,444
Panaji,2022,December,Lemon Rice,65,19.5,141
Panaji,2022,December,Tomato Rice,115,36.8,68
Panaji,2022,December,Curd Rice,50,15.5,364
Panaji,2022,December,Sambar Rice,140,44.8,298
Panaji,2022,December,Bisibele Bath,140,47.6,88
Panaji,2022,December,Veg Pulao,115,35.65,203
Panaji,2022,December,Veg Kurma,150,48.0,468
Panaji,2022,December,Chapati Kurma,75,24.0,291
Panaji,2022,December,Parotta,120,36.0,285
Panaji,2022,December,Kothu Parotta,95,32.3,456
Panaji,2022,December,Chole Batura,55,16.5,478
Panaji,2022,December,Bhature,115,37.95,202
Panaji,2022,December,Pesarattu,50,15.5,58
Panaji,2022,December,Rava Idli,140,46.2,147
Panaji,2022,December,Medu Vada,65,22.1,475
Panaji,2022,December,Kharabath,110,33.0,208
Panaji,2022,December,Kichdi,115,36.8,309
Panaji,2022,December,Sagu Dosa,65,21.45,184
Panaji,2022,December,Benne Dosa,40,12.0,323
Panaji,2022,December,Veg Biryani,45,13.95,314
Panaji,2022,December,Tamarind Rice,55,16.5,340
Panaji,2022,December,Palak Dosa,50,16.5,39
Panaji,2022,December,Coconut Rice,95,30.4,461
Panaji,2022,December,Bun Dosa,100,31.0,388
Panaji,2022,December,Dahi Vada,145,44.95,232
Panaji,2022,December,Veg Sandwich,135,43.2,128
Panaji,2022,December,Tea,55,17.05,67
Panaji,2022,December,Coffee,95,29.45,356
Panaji,2022,December,Filter Coffee,130,42.9,122
Panaji,2022,December,Butter Dosa,85,28.9,291
Panaji,2022,December,Plain Dosa,80,25.6,119
Panaji,2022,December,Cheese Dosa,85,28.05,222
Panaji,2022,December,Garlic Dosa,90,29.7,366
Panaji,2022,December,Mysore Masala,50,17.0,495
Panaji,2022,December,Ghee Mysore Dosa,85,26.35,357
Panaji,2022,December,Podi Idli,50,16.5,269
Panaji,2022,December,Mini Idli,50,15.0,388
Panaji,2022,December,Idli Vada Combo,130,42.9,379
Panaji,2022,December,Dosa Vada Combo,50,15.5,300
Panaji,2022,December,Upma Pesarattu Combo,140,44.8,257
Panaji,2022,December,South Indian Meals,55,17.05,93
Panaji,2022,December,Veg Meals,90,30.6,465
Panaji,2022,December,Thali,130,40.3,250
Panaji,2022,December,Chapati,75,23.25,193
Panaji,2022,December,Phulka,130,44.2,26
Panaji,2022,December,Veg Curry,95,30.4,259
Panaji,2022,December,Dal Fry,125,40.0,141
Panaji,2022,December,Sambar,110,36.3,477
Panaji,2022,December,Rasam,55,17.6,117
Panaji,2022,December,Curd,100,33.0,363
Panaji,2022,December,Buttermilk,60,18.6,173
Panaji,2022,December,Lassi,105,31.5,41
Panaji,2022,December,Fresh Juice,40,12.4,292
Panaji,2022,December,Mango Lassi,140,46.2,308
Panaji,2022,December,Sweet Lassi,150,46.5,380
Panaji,2022,December,Jeera Rice,120,36.0,38
Panaji,2022,December,Boiled Rice,45,13.5,78
Panaji,2022,December,Steamed Veg,75,24.75,269
Panaji,2022,December,Veg Salad,45,15.3,218
Panaji,2022,December,Papad,110,33.0,36
Panaji,2022,December,Pickle,40,12.0,42
Panaji,2022,December,Chutney,75,24.75,95
Panaji,2022,December,Sambar Vada,140,44.8,118
Panaji,2022,December,Coconut Chutney,100,32.0,230
Panaji,2022,December,Mint Chutney,50,16.0,311
Panaji,2022,December,Tomato Chutney,95,30.4,450
Panaji,2022,December,Ginger Tea,135,43.2,308
Panaji,2022,December,Masala Tea,105,33.6,48
Panaji,2022,December,Lemon Tea,75,23.25,391
Panaji,2022,December,Soup,100,33.0,403
Panaji,2022,December,Tomato Soup,90,29.7,332
Panaji,2022,December,Veg Soup,95,29.45,274
Panaji,2022,December,Sweet Pongal,70,21.0,228
Panaji,2022,December,Dry Fruit Halwa,50,16.5,301
Panaji,2022,December,Gulab Jamun,65,20.15,39
Panaji,2022,December,Kesari,95,29.45,469
Panaji,2022,December,Payasam,40,12.4,42
Panaji,2023,January,Idli,80,27.2,218
Panaji,2023,January,Vada,145,47.85,207
Panaji,2023,January,Dosa,150,46.5,315
Panaji,2023,January,Masala Dosa,75,25.5,441
Panaji,2023,January,Onion Dosa,70,22.4,438
Panaji,2023,January,Set Dosa,60,19.2,146
Panaji,2023,January,Rava Dosa,90,28.8,32
Panaji,2023,January,Paneer Dosa,65,21.45,292
Panaji,2023,January,Ghee Roast,110,36.3,174
Panaji,2023,January,Uttapam,125,37.5,163
Panaji,2023,January,Onion Uttapam,40,13.6,345
Panaji,2023,January,Tomato Uttapam,45,14.85,471
Panaji,2023,January,Pongal,55,18.15,344
Panaji,2023,January,Upma,80,24.0,439
Panaji,2023,January,Poori Bhaji,115,36.8,419
Panaji,2023,January,Kesari Bath,120,36.0,79
Panaji,2023,January,Mini Tiffin,130,42.9,461
Panaji,2023,January,Ghee Idli,65,21.45,174
Panaji,2023,January,Ragi Dosa,45,15.3,217
Panaji,2023,January,Neer Dosa,135,41.85,370
