Date,Location,Total Sales,Swiggy,Zomato,Card Sales,UPI,Dineout,Zomato Pro,Expenses,Expected Cash Sales,Actual Cash Sales,Year,Month
03-07-2024 00:00,Margao,155878,29502,35241,14847,17390,2509,4514,8488,43387,44351,2024,July
03-07-2024 00:00,Panaji,174038,32254,32720,7625,16537,3334,2243,5065,74260,73796,2024,July
03-07-2024 00:00,Porvorim,187258,28966,33348,15402,19686,4074,1951,7777,76054,75683,2024,July
03-07-2024 00:00,Siolim,180523,32344,36846,8463,15501,3196,2056,6296,75821,76426,2024,July
04-07-2024 00:00,Baga,102369,29219,39364,7429,8480,2535,1918,5330,8094,8736,2024,July
04-07-2024 00:00,KTC,192376,31661,30733,5825,19951,3504,1529,7529,91644,90909,2024,July
04-07-2024 00:00,Khorlim,133791,30158,36336,16766,13889,3410,4072,5035,24125,23528,2024,July
04-07-2024 00:00,Margao,179226,33727,38173,6575,6033,4247,3197,5936,81338,81010,2024,July
04-07-2024 00:00,Panaji,128361,32802,36417,15726,16771,2968,3838,8426,11413,10694,2024,July
04-07-2024 00:00,Porvorim,118916,32962,34579,13321,19393,1663,2075,8117,6806,7105,2024,July
04-07-2024 00:00,Siolim,196192,29872,38321,11395,17011,4489,2261,6706,86137,86355,2024,July
05-07-2024 00:00,Baga,126759,32084,35606,16953,16976,4297,3031,5086,12726,12772,2024,July
05-07-2024 00:00,KTC,197264,25521,38385,10078,7418,2889,3960,8078,100935,100419,2024,July
05-07-2024 00:00,Khorlim,188104,25180,32157,19431,12700,4260,4879,7325,82172,82464,2024,July
05-07-2024 00:00,Margao,125437,28339,37014,15951,15578,2812,4559,6537,14647,15149,2024,July
05-07-2024 00:00,Panaji,161941,32400,36092,6359,14153,2959,4589,5809,59580,59847,2024,July
05-07-2024 00:00,Porvorim,137203,33434,35227,18880,5787,1495,4169,7699,30512,29623,2024,July
05-07-2024 00:00,Siolim,118722,29736,33294,8459,10895,1317,4674,9143,21204,21039,2024,July
06-07-2024 00:00,Baga,151807,25488,35174,13113,15938,4005,1345,7923,48821,49281,2024,July
06-07-2024 00:00,KTC,121611,32083,35473,11178,18622,4262,3429,6266,10298,10877,2024,July
06-07-2024 00:00,Khorlim,116296,29531,38602,18888,5403,4070,4646,8384,6772,7586,2024,July
06-07-2024 00:00,Margao,122727,32834,36728,14196,15156,3108,3534,5414,11757,11070,2024,July
06-07-2024 00:00,Panaji,178332,27743,37067,7671,6226,3441,3177,6068,86939,86660,2024,July
06-07-2024 00:00,Porvorim,116700,32735,37355,16561,13167,2203,2863,8679,3137,3627,2024,July
06-07-2024 00:00,Siolim,157968,34179,39557,11750,13062,2687,4621,9555,42557,42579,2024,July
07-07-2024 00:00,Baga,120603,31697,30441,5208,13282,3545,3953,8704,23773,23105,2024,July
07-07-2024 00:00,KTC,126109,26095,37653,7311,9674,4142,2848,9062,29324,29814,2024,July
07-07-2024 00:00,Khorlim,172359,34214,37987,12843,19749,2017,3032,8961,53556,54248,2024,July
07-07-2024 00:00,Margao,175290,27413,33336,9458,11536,4600,3005,7986,77956,78273,2024,July
07-07-2024 00:00,Panaji,149109,29360,31730,19296,9190,4537,1125,9021,44850,45300,2024,July
07-07-2024 00:00,Porvorim,138360,34255,33434,11717,16765,3632,3455,5788,29314,28475,2024,July
07-07-2024 00:00,Siolim,121035,27938,38817,17034,14928,3346,2573,8066,8333,8688,2024,July
08-07-2024 00:00,Baga,116218,25926,35141,5050,16892,3355,4731,6675,18448,17864,2024,July
08-07-2024 00:00,KTC,115582,29216,35082,12583,15916,3355,1759,5305,12366,12633,2024,July
08-07-2024 00:00,Khorlim,161662,25098,36825,14830,8244,1072,1392,7465,66736,67014,2024,July
08-07-2024 00:00,Margao,121437,33679,32492,10757,15357,1612,3965,6902,16673,17273,2024,July
08-07-2024 00:00,Panaji,195221,34409,34471,17062,5607,2420,1146,7870,92236,92142,2024,July
08-07-2024 00:00,Porvorim,128347,27687,34367,11143,16764,4623,4903,9130,19730,19820,2024,July
08-07-2024 00:00,Siolim,147478,29715,31130,5489,10648,2684,3769,9567,54476,55404,2024,July
09-07-2024 00:00,Baga,194615,26873,30210,5103,5146,2643,2622,7035,114983,114368,2024,July
09-07-2024 00:00,KTC,159846,29592,38871,15572,5491,4099,3523,5836,56862,57698,2024,July
09-07-2024 00:00,Khorlim,156631,32694,37533,6057,10916,3085,2320,7393,56633,57338,2024,July
09-07-2024 00:00,Margao,196717,29298,39567,13552,17458,3432,1073,9626,82711,83214,2024,July
09-07-2024 00:00,Panaji,181281,28620,31912,9541,6359,1616,3835,7516,91882,92463,2024,July
09-07-2024 00:00,Porvorim,111157,25577,37709,6218,6288,3103,4911,7783,19568,18933,2024,July
09-07-2024 00:00,Siolim,117656,34986,33695,13430,9319,1354,1400,7082,16390,16153,2024,July
10-07-2024 00:00,Baga,158182,29665,32998,15445,12905,1534,3491,5521,56623,57581,2024,July
10-07-2024 00:00,KTC,106656,26319,31256,18199,7817,1220,1156,9679,11010,11833,2024,July
10-07-2024 00:00,Khorlim,124767,33217,37105,12717,13957,4867,4503,6676,11725,10761,2024,July
10-07-2024 00:00,Margao,188501,27408,36263,12692,13423,1487,3460,5773,87995,88753,2024,July
10-07-2024 00:00,Panaji,143269,30147,36288,9703,10232,4322,2119,9570,40888,40620,2024,July
10-07-2024 00:00,Porvorim,125181,31173,36997,14654,14900,2017,2810,9179,13451,12947,2024,July
10-07-2024 00:00,Siolim,156664,32136,32232,12030,5429,1616,1098,6760,65363,64845,2024,July
11-07-2024 00:00,Baga,129233,26134,32742,12962,9442,3793,4855,5289,34016,34760,2024,July
11-07-2024 00:00,KTC,180276,27345,37211,7071,14872,4113,2554,6778,80332,81188,2024,July
11-07-2024 00:00,Khorlim,187991,28393,31919,6749,19034,2957,2205,5308,91426,92392,2024,July
11-07-2024 00:00,Margao,193955,34888,30683,14425,13561,2196,1396,7342,89464,89504,2024,July
11-07-2024 00:00,Panaji,170457,28043,38213,16362,6073,3960,2101,5030,70675,70073,2024,July
11-07-2024 00:00,Porvorim,190870,33722,35369,10547,11281,1331,2629,8026,87965,88182,2024,July
11-07-2024 00:00,Siolim,143391,31037,36308,13900,8507,3094,2828,9213,38504,38093,2024,July
12-07-2024 00:00,Baga,118388,25169,38028,9295,14306,3074,2911,5986,19619,19116,2024,July
12-07-2024 00:00,KTC,178099,29107,34569,17230,11549,1819,2032,9058,72735,72445,2024,July
12-07-2024 00:00,Khorlim,159258,30378,32615,15886,13453,1316,2726,9861,53023,53713,2024,July
12-07-2024 00:00,Margao,145678,29403,30842,14686,15961,2571,1458,9202,41555,41004,2024,July
12-07-2024 00:00,Panaji,160512,25691,36224,17138,12856,2821,2554,5420,57808,58568,2024,July
12-07-2024 00:00,Porvorim,154781,29519,33737,14108,19963,2912,3805,6021,44716,44574,2024,July
12-07-2024 00:00,Siolim,115859,32463,38330,15017,15046,4155,3187,5125,2536,2083,2024,July
13-07-2024 00:00,Baga,150084,27260,35394,6533,7399,2964,2214,6162,62158,61600,2024,July
13-07-2024 00:00,KTC,136193,26470,32694,8019,15671,4504,2675,7936,38224,38386,2024,July
13-07-2024 00:00,Khorlim,178358,34161,37975,12446,12277,3296,2709,6542,68952,68536,2024,July
13-07-2024 00:00,Margao,142866,29665,38422,10445,5633,1033,4958,9204,43506,43905,2024,July
13-07-2024 00:00,Panaji,189323,30373,32183,16304,9139,4960,2972,5419,87973,88523,2024,July
13-07-2024 00:00,Porvorim,159325,34247,30755,16127,13792,3716,1542,7809,51337,52203,2024,July
13-07-2024 00:00,Siolim,102364,30564,37713,5783,15945,1473,1999,5406,3481,2867,2024,July
14-07-2024 00:00,Baga,189509,28476,38606,19770,15226,1599,2081,8156,75595,74898,2024,July
14-07-2024 00:00,KTC,193872,31923,37782,14419,6867,2317,2420,9197,88947,89940,2024,July
14-07-2024 00:00,Khorlim,179472,30900,30578,9787,12248,3317,2977,7882,81783,82569,2024,July
14-07-2024 00:00,Margao,120073,33714,37709,11585,9218,1499,4206,7627,14515,15031,2024,July
14-07-2024 00:00,Panaji,197468,27525,36475,13608,7682,4305,2005,5474,100394,99653,2024,July
14-07-2024 00:00,Porvorim,173641,26871,35089,15765,7218,2718,4186,9843,71951,71410,2024,July
14-07-2024 00:00,Siolim,157704,33387,37212,11415,11426,2605,3980,6196,51483,51627,2024,July
15-07-2024 00:00,Baga,150874,30498,38994,10684,9371,2292,3237,8801,46997,47468,2024,July
15-07-2024 00:00,KTC,155029,31249,38828,15193,15724,3297,2674,5449,42615,43034,2024,July
15-07-2024 00:00,Khorlim,178727,34923,38850,10432,16163,1056,3283,9743,64277,64227,2024,July
15-07-2024 00:00,Margao,194701,30186,32528,19721,5308,3092,4067,7870,91929,91858,2024,July
15-07-2024 00:00,Panaji,164688,34182,39682,14818,12856,3221,3565,5483,50881,50740,2024,July
15-07-2024 00:00,Porvorim,169695,26190,30768,18428,8498,1280,3827,9850,70854,70303,2024,July
15-07-2024 00:00,Siolim,151976,32937,35847,12789,6313,4660,4453,7976,47001,46753,2024,July
16-07-2024 00:00,Baga,148758,27936,30921,11648,12764,1992,4402,6582,52513,52577,2024,July
16-07-2024 00:00,KTC,188913,25562,37470,19253,12779,1403,2018,5011,85417,84668,2024,July
16-07-2024 00:00,Khorlim,120018,25815,31690,6275,16779,2049,2953,5340,29117,28694,2024,July
16-07-2024 00:00,Margao,192459,28322,38073,19803,13823,1232,3165,9709,78332,78204,2024,July
16-07-2024 00:00,Panaji,134851,28781,33015,17672,13661,3567,2004,5418,30733,31079,2024,July
16-07-2024 00:00,Porvorim,191129,27551,33499,6740,12965,4105,4502,8756,93011,92030,2024,July
16-07-2024 00:00,Siolim,156700,25156,36322,10886,11702,4888,4322,5116,58308,59192,2024,July
17-07-2024 00:00,Baga,177714,30876,32243,8079,11076,2474,2779,5890,84297,84884,2024,July
17-07-2024 00:00,KTC,148972,32001,32944,13333,13321,2040,4977,7161,43195,43830,2024,July
17-07-2024 00:00,Khorlim,198702,28849,38252,6231,17021,4496,1785,9668,92400,91774,2024,July
17-07-2024 00:00,Margao,108212,34479,33263,15476,8995,1238,4153,8727,1881,1880,2024,July
17-07-2024 00:00,Panaji,108185,31241,36726,7819,12376,4231,3518,6458,5816,4829,2024,July
17-07-2024 00:00,Porvorim,116554,32998,30766,11136,19945,1255,1818,7441,11195,11288,2024,July
17-07-2024 00:00,Siolim,184926,28588,37234,6409,15820,4484,1053,8892,82446,83386,2024,July
18-07-2024 00:00,Baga,167150,30462,38436,7602,11866,1252,3636,5356,68540,69131,2024,July
18-07-2024 00:00,KTC,199948,31407,34229,16632,9328,4868,4357,7295,91832,91960,2024,July
18-07-2024 00:00,Khorlim,195600,32309,31847,18574,10646,1548,2395,7619,90662,91653,2024,July
18-07-2024 00:00,Margao,134116,25651,35856,9605,14046,2370,1877,5048,39663,40310,2024,July
18-07-2024 00:00,Panaji,119901,30587,37358,13040,13739,4451,4052,6698,9976,9479,2024,July
18-07-2024 00:00,Porvorim,169306,26989,31222,18276,11524,4127,4625,9231,63312,63541,2024,July
18-07-2024 00:00,Siolim,156762,32444,37819,14497,13844,4077,2413,7398,44270,44471,2024,July
19-07-2024 00:00,Baga,144245,30899,35933,6920,10704,3346,1218,5633,49592,49609,2024,July
19-07-2024 00:00,KTC,135323,28524,38024,7212,16248,3437,3443,8839,29596,29300,2024,July
19-07-2024 00:00,Khorlim,125434,27709,30562,13146,18227,2370,1120,8477,23823,24774,2024,July
19-07-2024 00:00,Margao,162418,26088,32180,15552,6013,1373,2295,5129,73788,72826,2024,July
19-07-2024 00:00,Panaji,178241,28679,30630,16316,17286,3273,4248,9098,68711,69633,2024,July
19-07-2024 00:00,Porvorim,123987,33237,39480,5139,12857,1264,3794,8291,19925,19687,2024,July
19-07-2024 00:00,Siolim,125568,28035,37893,13279,14468,1973,4882,5400,19638,18691,2024,July
20-07-2024 00:00,Baga,176031,34268,31139,11536,9711,2029,3468,7006,76874,76422,2024,July
20-07-2024 00:00,KTC,134839,30473,37749,16978,11533,4292,2381,5734,25699,26517,2024,July
20-07-2024 00:00,Khorlim,196759,32643,33377,10017,11189,2350,2108,7334,97741,97490,2024,July
20-07-2024 00:00,Margao,157409,32531,38929,14308,15623,1205,3383,9584,41846,42702,2024,July
20-07-2024 00:00,Panaji,150612,28128,30625,16198,16595,4882,4612,7594,41978,41549,2024,July
20-07-2024 00:00,Porvorim,126547,29737,32601,11233,11102,1841,3975,7239,28819,28501,2024,July
20-07-2024 00:00,Siolim,120166,33330,32651,5634,15072,1277,2146,6215,23841,24423,2024,July
21-07-2024 00:00,Baga,154131,33251,36563,18730,14338,4315,4123,7188,35623,36400,2024,July
21-07-2024 00:00,KTC,138922,32642,36845,17789,7549,2251,2245,5182,34419,34595,2024,July
21-07-2024 00:00,Khorlim,169836,32485,37504,15645,14567,2363,3494,8351,55427,54573,2024,July
21-07-2024 00:00,Margao,142441,29363,38736,7921,7299,1583,2209,8908,46422,46339,2024,July
21-07-2024 00:00,Panaji,198134,27360,33779,14423,10372,4671,4294,9161,94074,93323,2024,July
21-07-2024 00:00,Porvorim,142706,33343,33281,11334,8978,2107,2865,6836,43962,44376,2024,July
21-07-2024 00:00,Siolim,128821,33256,39786,17482,15395,2747,1795,5930,12430,11700,2024,July
22-07-2024 00:00,Baga,137020,25358,38752,19747,10050,3606,3638,7517,28352,29260,2024,July
22-07-2024 00:00,KTC,148383,27774,32623,7589,14852,1207,1882,8839,53617,53762,2024,July
22-07-2024 00:00,Khorlim,115157,25056,33003,17677,14805,3682,2269,9261,9404,8552,2024,July
22-07-2024 00:00,Margao,175498,29651,32908,16017,10002,2872,4441,7454,72153,71898,2024,July
22-07-2024 00:00,Panaji,130652,29460,36733,12988,15212,3753,3257,8358,20891,21607,2024,July
22-07-2024 00:00,Porvorim,106605,29974,35686,14565,8443,1837,3465,5340,7295,6616,2024,July
22-07-2024 00:00,Siolim,100638,26743,32096,11096,12792,3742,2479,8939,2751,1970,2024,July
23-07-2024 00:00,Baga,170680,26343,35814,10221,15978,4306,4734,8787,64497,63759,2024,July
23-07-2024 00:00,KTC,134795,31634,34318,17256,17998,3082,2797,8354,19356,18773,2024,July
23-07-2024 00:00,Khorlim,198579,34874,30299,15572,9406,3543,2754,5273,96858,96701,2024,July
23-07-2024 00:00,Margao,138948,32986,38873,11747,17182,3306,3432,7488,23934,24529,2024,July
23-07-2024 00:00,Panaji,106588,25299,31327,17772,13668,3295,2245,7795,5187,5655,2024,July
23-07-2024 00:00,Porvorim,122916,33802,30436,12568,16924,1380,2138,6959,18709,18446,2024,July
23-07-2024 00:00,Siolim,159931,27851,31043,15357,9589,4808,4905,7521,58857,58048,2024,July
24-07-2024 00:00,Baga,117122,31892,32989,6403,5087,1927,4764,5872,28188,29097,2024,July
24-07-2024 00:00,KTC,182907,34946,32107,8737,8908,1244,4298,9928,82739,83122,2024,July
24-07-2024 00:00,Khorlim,133593,29605,36161,7911,16278,4906,2152,6669,29911,29785,2024,July
24-07-2024 00:00,Margao,114146,31826,30256,12234,8721,1806,3153,5419,20731,20767,2024,July
24-07-2024 00:00,Panaji,156971,25856,32386,15152,16619,2519,2506,6514,55419,56255,2024,July
24-07-2024 00:00,Porvorim,164310,27863,36366,17444,19722,2055,2706,9110,49044,49052,2024,July
24-07-2024 00:00,Siolim,120854,27979,36010,6155,7604,4819,2881,9548,25858,26251,2024,July
25-07-2024 00:00,Baga,132958,29119,30389,11794,14822,4486,3648,7515,31185,30790,2024,July
25-07-2024 00:00,KTC,142750,30318,35402,9001,7369,3366,2288,5382,49624,49309,2024,July
25-07-2024 00:00,Khorlim,128586,28246,30998,9595,7415,4122,2571,8508,37131,37208,2024,July
25-07-2024 00:00,Margao,144429,34849,39717,5301,5136,2754,4376,5142,47154,48128,2024,July
25-07-2024 00:00,Panaji,174856,33261,38240,13846,6703,3160,2525,5895,71226,70507,2024,July
25-07-2024 00:00,Porvorim,163965,26479,39088,17770,6790,4732,2933,9678,56495,57084,2024,July
25-07-2024 00:00,Siolim,152696,27589,36943,13502,7562,3940,4518,5909,52733,53175,2024,July
26-07-2024 00:00,Baga,181782,29725,37459,12626,8878,2120,2114,8235,80625,80677,2024,July
26-07-2024 00:00,KTC,136894,26954,39431,15654,18771,1118,2824,7310,24832,24473,2024,July
26-07-2024 00:00,Khorlim,138029,26458,39067,11010,15308,4857,2467,9948,28914,28791,2024,July
26-07-2024 00:00,Margao,136744,32106,33224,12616,10187,2388,1998,5634,38591,38792,2024,July
26-07-2024 00:00,Panaji,119661,26116,38207,17007,19594,2875,2026,6301,7535,8448,2024,July
26-07-2024 00:00,Porvorim,115438,26080,38344,7971,5495,4873,4961,9819,17895,18672,2024,July
26-07-2024 00:00,Siolim,144608,34524,34777,11708,15780,1274,1125,6108,39312,40093,2024,July
27-07-2024 00:00,Baga,181306,27371,39801,14133,8234,4011,3142,7756,76858,76618,2024,July
27-07-2024 00:00,KTC,121522,25489,39302,16834,7157,4933,4358,9349,14100,15080,2024,July
27-07-2024 00:00,Khorlim,121010,32367,36977,12638,18489,4283,3284,7949,5023,5501,2024,July
27-07-2024 00:00,Margao,146271,28665,37236,19693,13217,4438,4379,9995,28648,27706,2024,July
27-07-2024 00:00,Panaji,141791,28571,34853,19843,12663,2705,2779,7867,32510,31577,2024,July
27-07-2024 00:00,Porvorim,162390,27696,38754,6955,16225,4104,3446,6799,58411,58677,2024,July
27-07-2024 00:00,Siolim,181500,31950,38545,12999,16201,2272,1735,9961,67837,67291,2024,July
28-07-2024 00:00,Baga,142745,32077,39123,10404,5574,3141,3293,8118,41015,40022,2024,July
28-07-2024 00:00,KTC,196336,25085,34615,8325,19570,1286,2077,8205,97173,98133,2024,July
28-07-2024 00:00,Khorlim,117316,34129,39621,19614,5021,1533,4053,8285,5060,4602,2024,July
28-07-2024 00:00,Margao,128370,31947,38179,11630,17685,3517,4324,5199,15889,15777,2024,July
28-07-2024 00:00,Panaji,177920,29669,35042,13691,19890,1980,4547,8945,64156,63976,2024,July
28-07-2024 00:00,Porvorim,194359,27660,32510,17222,10008,1135,4494,8098,93232,93678,2024,July
28-07-2024 00:00,Siolim,154198,25912,36653,19713,19731,2142,1697,7382,40968,40950,2024,July
29-07-2024 00:00,Baga,113919,33509,34341,10849,13691,3589,3903,8590,5447,6435,2024,July
29-07-2024 00:00,KTC,175491,28461,31999,11935,11637,3175,2446,5274,80564,80333,2024,July
29-07-2024 00:00,Khorlim,133957,30841,33893,7028,13361,3575,2078,5300,37881,38601,2024,July
29-07-2024 00:00,Margao,198977,32119,36419,17286,8174,4882,2686,8872,88539,87560,2024,July
29-07-2024 00:00,Panaji,171855,26620,31152,13581,5453,3257,2895,8223,80674,80334,2024,July
29-07-2024 00:00,Porvorim,183590,31636,30835,8955,11039,2318,4629,6883,87295,87535,2024,July
29-07-2024 00:00,Siolim,186978,26836,34763,14824,12836,4330,2138,8942,82309,81916,2024,July
30-07-2024 00:00,Baga,136227,28322,33341,18911,9468,3824,2858,9732,29771,30663,2024,July
30-07-2024 00:00,KTC,196612,26572,30559,5754,17256,1020,2689,9908,102854,103612,2024,July
30-07-2024 00:00,Khorlim,174399,29806,33166,9998,10603,3182,1177,6798,79669,80523,2024,July
30-07-2024 00:00,Margao,155035,26981,37963,17146,19981,2580,3417,7631,39336,38538,2024,July
30-07-2024 00:00,Panaji,169639,32228,31294,14335,13211,3944,2241,9760,62626,61653,2024,July
30-07-2024 00:00,Porvorim,124892,31008,31096,17379,6013,2770,4251,8967,23408,22944,2024,July
30-07-2024 00:00,Siolim,167186,26068,33499,10832,18601,3974,2506,5446,66260,67185,2024,July
31-07-2024 00:00,Baga,156304,31274,32642,7216,5110,2861,4565,9951,62685,63654,2024,July
31-07-2024 00:00,KTC,157687,34897,37432,16786,14575,4442,3871,9728,35956,36098,2024,July
31-07-2024 00:00,Khorlim,156284,31259,33657,15707,16784,2343,2285,7267,46982,46276,2024,July
31-07-2024 00:00,Margao,138726,25686,30027,8794,12425,2888,4367,6681,47858,48832,2024,July
31-07-2024 00:00,Panaji,138626,28226,30370,14513,14179,4795,1953,6772,37818,38043,2024,July
31-07-2024 00:00,Porvorim,146658,27079,38273,9582,18265,4551,3707,8289,36912,37097,2024,July
31-07-2024 00:00,Siolim,195942,29694,38907,13355,12378,1471,4042,9323,86772,86453,2024,July
01-08-2024 00:00,Baga,170938,34952,39302,7453,7499,4065,1877,7995,67795,67305,2024,August
01-08-2024 00:00,KTC,102027,29603,33008,9273,13692,2939,3844,7423,2245,1259,2024,August
01-08-2024 00:00,Khorlim,195705,31531,33326,14244,5475,1240,1982,9142,98765,99737,2024,August
01-08-2024 00:00,Margao,190582,30812,33082,6360,6616,3912,1571,9417,98812,97900,2024,August
01-08-2024 00:00,Panaji,191109,28928,37261,16214,8907,2079,1738,9472,86510,87143,2024,August
01-08-2024 00:00,Porvorim,195763,33072,35023,8164,10506,3571,3099,7780,94548,94140,2024,August
01-08-2024 00:00,Siolim,111680,29729,32010,16800,14063,1861,3036,7567,6614,7355,2024,August
02-08-2024 00:00,Baga,158341,31496,35292,15638,11672,3734,2113,6861,51535,50926,2024,August
02-08-2024 00:00,KTC,145632,26933,32811,19224,9117,4054,1978,8499,43016,43915,2024,August
02-08-2024 00:00,Khorlim,155110,26235,30221,17972,15130,1533,2582,7203,54234,54676,2024,August
02-08-2024 00:00,Margao,114958,34804,38423,7062,14736,2731,1492,9605,6105,6110,2024,August
02-08-2024 00:00,Panaji,173773,27891,39003,13821,6023,4520,1295,8132,73088,73667,2024,August
02-08-2024 00:00,Porvorim,193703,29743,32372,16034,8012,2469,1886,8718,94469,93790,2024,August
02-08-2024 00:00,Siolim,174424,30237,37057,18596,17644,2161,4282,6293,58154,57389,2024,August
03-08-2024 00:00,Baga,174728,27639,33597,10482,9884,1214,4799,6626,80487,79953,2024,August
03-08-2024 00:00,KTC,172962,29205,36364,16157,11886,2146,2771,6935,67498,67952,2024,August
03-08-2024 00:00,Khorlim,177452,33679,31843,9126,12204,3832,1578,9305,75885,75321,2024,August
03-08-2024 00:00,Margao,128961,34421,34513,18803,14978,2717,1182,8443,13904,12973,2024,August
03-08-2024 00:00,Panaji,127686,28495,36275,10829,15635,1246,4887,7281,23038,22946,2024,August
03-08-2024 00:00,Porvorim,164052,32732,31404,5969,8643,4491,1300,7148,72365,71863,2024,August
03-08-2024 00:00,Siolim,197248,33504,30780,10364,16106,3975,1287,6241,94991,95809,2024,August
04-08-2024 00:00,Baga,167700,33898,32114,18554,18615,3457,3526,9468,48068,48914,2024,August
04-08-2024 00:00,KTC,127310,34454,33882,10490,11647,3182,3058,8587,22010,21533,2024,August
04-08-2024 00:00,Khorlim,120112,30586,33945,15583,14920,1102,3060,9850,11066,10203,2024,August
04-08-2024 00:00,Margao,134966,34648,38754,16857,7052,3172,4230,9088,21165,21773,2024,August
04-08-2024 00:00,Panaji,185652,28324,38152,19858,14294,1907,4773,8771,69573,69076,2024,August
04-08-2024 00:00,Porvorim,196721,25993,31024,5759,9371,3042,3099,5413,113020,113779,2024,August
04-08-2024 00:00,Siolim,156146,33923,36505,19008,10368,2350,2069,9667,42256,43221,2024,August
05-08-2024 00:00,Baga,170869,31769,36866,14939,10967,3443,4089,6226,62570,61829,2024,August
05-08-2024 00:00,KTC,173602,33479,33591,18880,12821,4183,2253,7960,60435,61332,2024,August
05-08-2024 00:00,Khorlim,113077,33033,36383,10227,12023,1969,4936,6588,7918,8613,2024,August
05-08-2024 00:00,Margao,188138,25274,33690,18348,7112,3440,4678,8772,86824,87209,2024,August
05-08-2024 00:00,Panaji,129798,27859,32505,8949,8079,3209,4320,9649,35228,34988,2024,August
05-08-2024 00:00,Porvorim,114818,31405,37131,10354,8053,1160,1158,6909,18648,18185,2024,August
05-08-2024 00:00,Siolim,185669,30983,37302,14429,8064,1900,3609,6510,82872,83681,2024,August
06-08-2024 00:00,Baga,135448,32911,35537,6660,19449,3390,3297,9028,25176,24442,2024,August
06-08-2024 00:00,KTC,143144,28607,33762,14571,16325,1308,4998,8754,34819,35717,2024,August
06-08-2024 00:00,Khorlim,168447,32867,35940,18814,14730,3070,4633,9125,49268,48271,2024,August
06-08-2024 00:00,Margao,158866,26341,39127,5655,5600,1419,4425,8640,67659,68262,2024,August
06-08-2024 00:00,Panaji,152951,25804,33618,17546,19343,1058,2065,8246,45271,44411,2024,August
06-08-2024 00:00,Porvorim,167870,31393,33221,7327,6176,2060,4335,5768,77590,76927,2024,August
06-08-2024 00:00,Siolim,167517,32083,39268,18347,19035,2542,1742,5681,48819,48572,2024,August
07-08-2024 00:00,Baga,136523,32527,30084,14382,14341,4911,1291,7660,31327,31335,2024,August
07-08-2024 00:00,KTC,133988,33872,32047,15530,14346,2971,4891,8262,22069,21693,2024,August
07-08-2024 00:00,Khorlim,107278,28896,32406,6477,11338,3827,2205,7305,14824,15257,2024,August
07-08-2024 00:00,Margao,106970,33036,32759,19195,6055,4584,3540,7357,444,1204,2024,August
07-08-2024 00:00,Panaji,178039,34623,34021,19460,5893,4951,2144,9656,67291,66529,2024,August
07-08-2024 00:00,Porvorim,179546,33204,36167,13944,12676,2959,2470,7732,70394,71159,2024,August
07-08-2024 00:00,Siolim,128696,28754,30593,14514,15705,4645,3997,8902,21586,22233,2024,August
08-08-2024 00:00,Baga,178987,29680,37255,5969,18849,2605,3551,8309,72769,73738,2024,August
08-08-2024 00:00,KTC,119589,28682,35973,8762,17919,4970,2402,9502,11379,12057,2024,August
08-08-2024 00:00,Khorlim,152355,34733,35612,9107,11624,2247,3923,5618,49491,48910,2024,August
08-08-2024 00:00,Margao,119123,29289,35722,16787,13155,3134,2857,6088,12091,12345,2024,August
08-08-2024 00:00,Panaji,182482,26633,32141,9842,7162,2587,4067,5001,95049,95411,2024,August
08-08-2024 00:00,Porvorim,169080,26410,32611,15883,8556,1494,2262,5066,76798,76568,2024,August
08-08-2024 00:00,Siolim,155605,29092,32294,9019,8238,2317,1117,7451,66077,65627,2024,August
09-08-2024 00:00,Baga,165715,32926,36673,5973,12936,2161,2924,8843,63279,64094,2024,August
09-08-2024 00:00,KTC,174681,29031,30506,11416,18427,4598,3705,8571,68427,69072,2024,August
09-08-2024 00:00,Khorlim,180895,31748,35249,8046,16988,4855,2883,7085,74041,74817,2024,August
09-08-2024 00:00,Margao,195473,26928,30535,7667,15359,2321,4143,8890,99630,99613,2024,August
09-08-2024 00:00,Panaji,161930,27542,33138,13525,5839,3634,3299,9735,65218,65810,2024,August
09-08-2024 00:00,Porvorim,144637,31195,33548,9427,7970,2898,3360,5533,50706,51330,2024,August
09-08-2024 00:00,Siolim,118475,29428,33351,19539,5200,3544,4887,7057,15469,15519,2024,August
10-08-2024 00:00,Baga,123431,32437,33166,12244,7341,4142,1978,9797,22326,22881,2024,August
10-08-2024 00:00,KTC,127991,33704,36379,12865,11846,1265,4403,7574,19955,20495,2024,August
10-08-2024 00:00,Khorlim,117790,32339,35802,18789,9257,4378,2045,7897,7283,7495,2024,August
10-08-2024 00:00,Margao,140830,26862,30111,18557,18733,1508,4615,5796,34648,34215,2024,August
10-08-2024 00:00,Panaji,126919,33393,36816,12182,6056,1968,4433,8235,23836,22911,2024,August
10-08-2024 00:00,Porvorim,163760,34485,31159,6045,7751,1429,1768,5910,75213,74553,2024,August
10-08-2024 00:00,Siolim,122119,32219,38348,12788,11810,3332,2180,8883,12559,13114,2024,August
11-08-2024 00:00,Baga,140323,27454,32924,6461,13395,4005,3865,5073,47146,47053,2024,August
11-08-2024 00:00,KTC,153721,30955,36972,13513,13191,3227,4775,5755,45333,45523,2024,August
11-08-2024 00:00,Khorlim,143405,31021,34916,7356,10092,3913,4717,9989,41401,41903,2024,August
