Year,Month,Date,Category,Sub-Category,Super-Sub-Category,Location,Amount
2023,April,01-04-2023,Food Cost,Spices,,Panaji,158143.71
2023,April,01-04-2023,Food Cost,Vegetables,,Panaji,240203.1
2023,April,01-04-2023,Food Cost,Ready to eat,,Panaji,87979.68
2023,April,01-04-2023,Operating Cost,Salaries,,Panaji,434238.02
2023,April,01-04-2023,Operating Cost,Rent,,Panaji,243121.5
2023,April,01-04-2023,Operating Cost,Water,,Panaji,43315.49
2023,April,01-04-2023,Operating Cost,Electricity,,Panaji,86630.98
2023,April,01-04-2023,Operating Cost,Staff room rent,,Panaji,38686.76
2023,April,01-04-2023,Operating Cost,Staff electricity,,Panaji,13866.86
2023,April,01-04-2023,Operating Cost,Commission,,Panaji,368928.5
2023,April,01-04-2023,Operating Cost,Admin expenses,,Panaji,541188.9
2023,April,01-04-2023,Operating Cost,Repairs and maintenance,,Panaji,37513.08
2023,April,01-04-2023,Operating Cost,Advertisement,,Panaji,43315.49
2023,April,01-04-2023,Revenue,Sales,AC,Porvorim,1007754.34
2023,April,01-04-2023,Revenue,Sales,Non AC,Porvorim,2267447.27
2023,April,01-04-2023,Revenue,Sales,Swiggy,Porvorim,755815.76
2023,April,01-04-2023,Revenue,Sales,Zomato,Porvorim,755815.76
2023,April,01-04-2023,Revenue,Sales,Takeaway,Porvorim,251938.59
2023,April,01-04-2023,Food Cost,Bakery,,Porvorim,77646.28
2023,April,01-04-2023,Food Cost,Beverages,,Porvorim,122891.36
2023,April,01-04-2023,Food Cost,Fruits,,Porvorim,164459.19
2023,April,01-04-2023,Food Cost,Groceries,,Porvorim,591610.09
2023,April,01-04-2023,Food Cost,Milk products,,Porvorim,213583.26
2023,April,01-04-2023,Food Cost,Spices,,Porvorim,173900.07
2023,April,01-04-2023,Food Cost,Vegetables,,Porvorim,301569.97
2023,April,01-04-2023,Food Cost,Ready to eat,,Porvorim,120225.41
2023,April,01-04-2023,Operating Cost,Salaries,,Porvorim,456227.26
2023,April,01-04-2023,Operating Cost,Rent,,Porvorim,208121.89
2023,April,01-04-2023,Operating Cost,Water,,Porvorim,50387.72
2023,April,01-04-2023,Operating Cost,Electricity,,Porvorim,100775.43
2023,April,01-04-2023,Operating Cost,Staff room rent,,Porvorim,38765.84
2023,April,01-04-2023,Operating Cost,Staff electricity,,Porvorim,17624.68
2023,April,01-04-2023,Operating Cost,Commission,,Porvorim,413730.9
2023,April,01-04-2023,Operating Cost,Admin expenses,,Porvorim,703933.56
2023,April,01-04-2023,Operating Cost,Repairs and maintenance,,Porvorim,48594.95
2023,April,01-04-2023,Operating Cost,Advertisement,,Porvorim,50387.72
2023,April,01-04-2023,Revenue,Sales,AC,Siolim,1110244.74
2023,April,01-04-2023,Revenue,Sales,Non AC,Siolim,2498050.67
2023,April,01-04-2023,Revenue,Sales,Swiggy,Siolim,832683.56
2023,April,01-04-2023,Revenue,Sales,Zomato,Siolim,832683.56
2023,April,01-04-2023,Revenue,Sales,Takeaway,Siolim,277561.19
2023,April,01-04-2023,Food Cost,Bakery,,Siolim,93976.41
2023,April,01-04-2023,Food Cost,Beverages,,Siolim,116680.24
2023,April,01-04-2023,Food Cost,Fruits,,Siolim,175252.07
2023,April,01-04-2023,Food Cost,Groceries,,Siolim,587001.71
2023,April,01-04-2023,Food Cost,Milk products,,Siolim,266062.07
2023,April,01-04-2023,Food Cost,Spices,,Siolim,198600.21
2023,April,01-04-2023,Food Cost,Vegetables,,Siolim,312788.27
2023,April,01-04-2023,Food Cost,Ready to eat,,Siolim,133171.47
2023,April,01-04-2023,Operating Cost,Salaries,,Siolim,543572.55
2023,April,01-04-2023,Operating Cost,Rent,,Siolim,323646.34
2023,April,01-04-2023,Operating Cost,Water,,Siolim,55512.24
2023,April,01-04-2023,Operating Cost,Electricity,,Siolim,111024.47
2023,April,01-04-2023,Operating Cost,Staff room rent,,Siolim,47071.58
2023,April,01-04-2023,Operating Cost,Staff electricity,,Siolim,21057.24
2023,April,01-04-2023,Operating Cost,Commission,,Siolim,479266.19
2023,April,01-04-2023,Operating Cost,Admin expenses,,Siolim,808898.66
2023,April,01-04-2023,Operating Cost,Repairs and maintenance,,Siolim,54470.2
2023,April,01-04-2023,Operating Cost,Advertisement,,Siolim,55512.24
2023,April,01-04-2023,Revenue,Sales,AC,Margao,1193408.59
2023,April,01-04-2023,Revenue,Sales,Non AC,Margao,2685169.33
2023,April,01-04-2023,Revenue,Sales,Swiggy,Margao,895056.44
2023,April,01-04-2023,Revenue,Sales,Zomato,Margao,895056.44
2023,April,01-04-2023,Revenue,Sales,Takeaway,Margao,298352.15
2023,April,01-04-2023,Food Cost,Bakery,,Margao,91184.91
2023,April,01-04-2023,Food Cost,Beverages,,Margao,125368.04
2023,April,01-04-2023,Food Cost,Fruits,,Margao,182309.12
2023,April,01-04-2023,Food Cost,Groceries,,Margao,703393.79
2023,April,01-04-2023,Food Cost,Milk products,,Margao,277723.64
2023,April,01-04-2023,Food Cost,Spices,,Margao,188087.42
2023,April,01-04-2023,Food Cost,Vegetables,,Margao,324626.43
2023,April,01-04-2023,Food Cost,Ready to eat,,Margao,137698.41
2023,April,01-04-2023,Operating Cost,Salaries,,Margao,546994.54
2023,April,01-04-2023,Operating Cost,Rent,,Margao,343990.05
2023,April,01-04-2023,Operating Cost,Water,,Margao,59670.43
2023,April,01-04-2023,Operating Cost,Electricity,,Margao,119340.86
2023,April,01-04-2023,Operating Cost,Staff room rent,,Margao,58689.64
2023,April,01-04-2023,Operating Cost,Staff electricity,,Margao,20393.93
2023,April,01-04-2023,Operating Cost,Commission,,Margao,594808.01
2023,April,01-04-2023,Operating Cost,Admin expenses,,Margao,835610.37
2023,April,01-04-2023,Operating Cost,Repairs and maintenance,,Margao,55310.57
2023,April,01-04-2023,Operating Cost,Advertisement,,Margao,59670.43
2023,May,01-05-2023,Revenue,Sales,AC,Baga,1152771.1
2023,May,01-05-2023,Revenue,Sales,Non AC,Baga,2593734.98
2023,May,01-05-2023,Revenue,Sales,Swiggy,Baga,864578.33
2023,May,01-05-2023,Revenue,Sales,Zomato,Baga,864578.33
2023,May,01-05-2023,Revenue,Sales,Takeaway,Baga,288192.78
2023,May,01-05-2023,Food Cost,Bakery,,Baga,91385.81
2023,May,01-05-2023,Food Cost,Beverages,,Baga,119952.56
2023,May,01-05-2023,Food Cost,Fruits,,Baga,173133.67
2023,May,01-05-2023,Food Cost,Groceries,,Baga,640912.57
2023,May,01-05-2023,Food Cost,Milk products,,Baga,260952.77
2023,May,01-05-2023,Food Cost,Spices,,Baga,214378.17
2023,May,01-05-2023,Food Cost,Vegetables,,Baga,339505.96
2023,May,01-05-2023,Food Cost,Ready to eat,,Baga,117565.55
2023,May,01-05-2023,Operating Cost,Salaries,,Baga,603071.8
2023,May,01-05-2023,Operating Cost,Rent,,Baga,252158.53
2023,May,01-05-2023,Operating Cost,Water,,Baga,57638.56
2023,May,01-05-2023,Operating Cost,Electricity,,Baga,115277.11
2023,May,01-05-2023,Operating Cost,Staff room rent,,Baga,44404.56
2023,May,01-05-2023,Operating Cost,Staff electricity,,Baga,21385.3
2023,May,01-05-2023,Operating Cost,Commission,,Baga,497345.81
2023,May,01-05-2023,Operating Cost,Admin expenses,,Baga,773134.97
2023,May,01-05-2023,Operating Cost,Repairs and maintenance,,Baga,55582.44
2023,May,01-05-2023,Operating Cost,Advertisement,,Baga,57638.56
2023,May,01-05-2023,Revenue,Sales,AC,KTC,943119.31
2023,May,01-05-2023,Revenue,Sales,Non AC,KTC,2122018.44
2023,May,01-05-2023,Revenue,Sales,Swiggy,KTC,707339.48
2023,May,01-05-2023,Revenue,Sales,Zomato,KTC,707339.48
2023,May,01-05-2023,Revenue,Sales,Takeaway,KTC,235779.83
2023,May,01-05-2023,Food Cost,Bakery,,KTC,75394.96
2023,May,01-05-2023,Food Cost,Beverages,,KTC,113840.38
2023,May,01-05-2023,Food Cost,Fruits,,KTC,146210.01
2023,May,01-05-2023,Food Cost,Groceries,,KTC,487947.44
2023,May,01-05-2023,Food Cost,Milk products,,KTC,222199.57
2023,May,01-05-2023,Food Cost,Spices,,KTC,180417.7
2023,May,01-05-2023,Food Cost,Vegetables,,KTC,240525.48
2023,May,01-05-2023,Food Cost,Ready to eat,,KTC,99967.68
2023,May,01-05-2023,Operating Cost,Salaries,,KTC,437793.34
2023,May,01-05-2023,Operating Cost,Rent,,KTC,221438.89
2023,May,01-05-2023,Operating Cost,Water,,KTC,47155.97
2023,May,01-05-2023,Operating Cost,Electricity,,KTC,94311.93
2023,May,01-05-2023,Operating Cost,Staff room rent,,KTC,38930.73
2023,May,01-05-2023,Operating Cost,Staff electricity,,KTC,17074.84
2023,May,01-05-2023,Operating Cost,Commission,,KTC,410480.88
2023,May,01-05-2023,Operating Cost,Admin expenses,,KTC,684909.4
2023,May,01-05-2023,Operating Cost,Repairs and maintenance,,KTC,42169.57
2023,May,01-05-2023,Operating Cost,Advertisement,,KTC,47155.97
2023,May,01-05-2023,Revenue,Sales,AC,Khorlim,1053656.86
2023,May,01-05-2023,Revenue,Sales,Non AC,Khorlim,2370727.92
2023,May,01-05-2023,Revenue,Sales,Swiggy,Khorlim,790242.64
2023,May,01-05-2023,Revenue,Sales,Zomato,Khorlim,790242.64
2023,May,01-05-2023,Revenue,Sales,Takeaway,Khorlim,263414.21
2023,May,01-05-2023,Food Cost,Bakery,,Khorlim,80354.66
2023,May,01-05-2023,Food Cost,Beverages,,Khorlim,123177.16
2023,May,01-05-2023,Food Cost,Fruits,,Khorlim,163186.75
2023,May,01-05-2023,Food Cost,Groceries,,Khorlim,599143.76
2023,May,01-05-2023,Food Cost,Milk products,,Khorlim,214400.26
2023,May,01-05-2023,Food Cost,Spices,,Khorlim,167261.78
2023,May,01-05-2023,Food Cost,Vegetables,,Khorlim,308496.89
2023,May,01-05-2023,Food Cost,Ready to eat,,Khorlim,111349.92
2023,May,01-05-2023,Operating Cost,Salaries,,Khorlim,562341
2023,May,01-05-2023,Operating Cost,Rent,,Khorlim,240157.49
2023,May,01-05-2023,Operating Cost,Water,,Khorlim,52682.84
2023,May,01-05-2023,Operating Cost,Electricity,,Khorlim,105365.69
2023,May,01-05-2023,Operating Cost,Staff room rent,,Khorlim,39845.48
2023,May,01-05-2023,Operating Cost,Staff electricity,,Khorlim,17413.32
2023,May,01-05-2023,Operating Cost,Commission,,Khorlim,443868.16
2023,May,01-05-2023,Operating Cost,Admin expenses,,Khorlim,637439.64
2023,May,01-05-2023,Operating Cost,Repairs and maintenance,,Khorlim,45348.83
2023,May,01-05-2023,Operating Cost,Advertisement,,Khorlim,52682.84
2023,May,01-05-2023,Revenue,Sales,AC,Panaji,1175321.93
2023,May,01-05-2023,Revenue,Sales,Non AC,Panaji,2644474.34
2023,May,01-05-2023,Revenue,Sales,Swiggy,Panaji,881491.45
2023,May,01-05-2023,Revenue,Sales,Zomato,Panaji,881491.45
2023,May,01-05-2023,Revenue,Sales,Takeaway,Panaji,293830.48
2023,May,01-05-2023,Food Cost,Bakery,,Panaji,98388.6
2023,May,01-05-2023,Food Cost,Beverages,,Panaji,140041.51
2023,May,01-05-2023,Food Cost,Fruits,,Panaji,190198.48
2023,May,01-05-2023,Food Cost,Groceries,,Panaji,665818.1
2023,May,01-05-2023,Food Cost,Milk products,,Panaji,250360.43
2023,May,01-05-2023,Food Cost,Spices,,Panaji,229610.6
2023,May,01-05-2023,Food Cost,Vegetables,,Panaji,333246.8
2023,May,01-05-2023,Food Cost,Ready to eat,,Panaji,133999.65
2023,May,01-05-2023,Operating Cost,Salaries,,Panaji,541939.7
2023,May,01-05-2023,Operating Cost,Rent,,Panaji,287607.8
2023,May,01-05-2023,Operating Cost,Water,,Panaji,58766.1
2023,May,01-05-2023,Operating Cost,Electricity,,Panaji,117532.19
2023,May,01-05-2023,Operating Cost,Staff room rent,,Panaji,45445.24
2023,May,01-05-2023,Operating Cost,Staff electricity,,Panaji,19865.29
2023,May,01-05-2023,Operating Cost,Commission,,Panaji,584934.26
2023,May,01-05-2023,Operating Cost,Admin expenses,,Panaji,724713.01
2023,May,01-05-2023,Operating Cost,Repairs and maintenance,,Panaji,51979.18
2023,May,01-05-2023,Operating Cost,Advertisement,,Panaji,58766.1
2023,May,01-05-2023,Revenue,Sales,AC,Porvorim,1095961.65
2023,May,01-05-2023,Revenue,Sales,Non AC,Porvorim,2465913.71
2023,May,01-05-2023,Revenue,Sales,Swiggy,Porvorim,821971.24
2023,May,01-05-2023,Revenue,Sales,Zomato,Porvorim,821971.24
2023,May,01-05-2023,Revenue,Sales,Takeaway,Porvorim,273990.41
2023,May,01-05-2023,Food Cost,Bakery,,Porvorim,92258.89
2023,May,01-05-2023,Food Cost,Beverages,,Porvorim,117268.92
2023,May,01-05-2023,Food Cost,Fruits,,Porvorim,178504.89
2023,May,01-05-2023,Food Cost,Groceries,,Porvorim,580006.82
2023,May,01-05-2023,Food Cost,Milk products,,Porvorim,269100.79
2023,May,01-05-2023,Food Cost,Spices,,Porvorim,205709.91
2023,May,01-05-2023,Food Cost,Vegetables,,Porvorim,318097.76
2023,May,01-05-2023,Food Cost,Ready to eat,,Porvorim,110089.53
2023,May,01-05-2023,Operating Cost,Salaries,,Porvorim,598703.06
2023,May,01-05-2023,Operating Cost,Rent,,Porvorim,298832.68
2023,May,01-05-2023,Operating Cost,Water,,Porvorim,54798.08
2023,May,01-05-2023,Operating Cost,Electricity,,Porvorim,109596.16
2023,May,01-05-2023,Operating Cost,Staff room rent,,Porvorim,35112.45
2023,May,01-05-2023,Operating Cost,Staff electricity,,Porvorim,21221.95
2023,May,01-05-2023,Operating Cost,Commission,,Porvorim,450723.04
2023,May,01-05-2023,Operating Cost,Admin expenses,,Porvorim,773258.92
2023,May,01-05-2023,Operating Cost,Repairs and maintenance,,Porvorim,49764.31
2023,May,01-05-2023,Operating Cost,Advertisement,,Porvorim,54798.08
2023,May,01-05-2023,Revenue,Sales,AC,Siolim,896757.53
2023,May,01-05-2023,Revenue,Sales,Non AC,Siolim,2017704.45
2023,May,01-05-2023,Revenue,Sales,Swiggy,Siolim,672568.15
2023,May,01-05-2023,Revenue,Sales,Zomato,Siolim,672568.15
2023,May,01-05-2023,Revenue,Sales,Takeaway,Siolim,224189.38
2023,May,01-05-2023,Food Cost,Bakery,,Siolim,67368.05
2023,May,01-05-2023,Food Cost,Beverages,,Siolim,100185.03
2023,May,01-05-2023,Food Cost,Fruits,,Siolim,138566.06
2023,May,01-05-2023,Food Cost,Groceries,,Siolim,502036.92
2023,May,01-05-2023,Food Cost,Milk products,,Siolim,192679.02
2023,May,01-05-2023,Food Cost,Spices,,Siolim,147961.37
2023,May,01-05-2023,Food Cost,Vegetables,,Siolim,257512.59
2023,May,01-05-2023,Food Cost,Ready to eat,,Siolim,90755.06
2023,May,01-05-2023,Operating Cost,Salaries,,Siolim,484508.68
2023,May,01-05-2023,Operating Cost,Rent,,Siolim,255778.91
2023,May,01-05-2023,Operating Cost,Water,,Siolim,44837.88
2023,May,01-05-2023,Operating Cost,Electricity,,Siolim,89675.75
2023,May,01-05-2023,Operating Cost,Staff room rent,,Siolim,42423.41
2023,May,01-05-2023,Operating Cost,Staff electricity,,Siolim,14282.34
2023,May,01-05-2023,Operating Cost,Commission,,Siolim,365784.63
2023,May,01-05-2023,Operating Cost,Admin expenses,,Siolim,570271.9
2023,May,01-05-2023,Operating Cost,Repairs and maintenance,,Siolim,42995.74
2023,May,01-05-2023,Operating Cost,Advertisement,,Siolim,44837.88
2023,May,01-05-2023,Revenue,Sales,AC,Margao,1033122.73
2023,May,01-05-2023,Revenue,Sales,Non AC,Margao,2324526.15
2023,May,01-05-2023,Revenue,Sales,Swiggy,Margao,774842.05
2023,May,01-05-2023,Revenue,Sales,Zomato,Margao,774842.05
2023,May,01-05-2023,Revenue,Sales,Takeaway,Margao,258280.68
2023,May,01-05-2023,Food Cost,Bakery,,Margao,87768.3
2023,May,01-05-2023,Food Cost,Beverages,,Margao,125413.25
2023,May,01-05-2023,Food Cost,Fruits,,Margao,163049.17
2023,May,01-05-2023,Food Cost,Groceries,,Margao,523136.25
2023,May,01-05-2023,Food Cost,Milk products,,Margao,249570.09
2023,May,01-05-2023,Food Cost,Spices,,Margao,185909.33
2023,May,01-05-2023,Food Cost,Vegetables,,Margao,264217.68
2023,May,01-05-2023,Food Cost,Ready to eat,,Margao,105736.43
2023,May,01-05-2023,Operating Cost,Salaries,,Margao,558880.84
2023,May,01-05-2023,Operating Cost,Rent,,Margao,275761.15
2023,May,01-05-2023,Operating Cost,Water,,Margao,51656.14
2023,May,01-05-2023,Operating Cost,Electricity,,Margao,103312.27
2023,May,01-05-2023,Operating Cost,Staff room rent,,Margao,40595.84
2023,May,01-05-2023,Operating Cost,Staff electricity,,Margao,18169.77
2023,May,01-05-2023,Operating Cost,Commission,,Margao,457717.53
2023,May,01-05-2023,Operating Cost,Admin expenses,,Margao,668990.35
2023,May,01-05-2023,Operating Cost,Repairs and maintenance,,Margao,45814.82
2023,May,01-05-2023,Operating Cost,Advertisement,,Margao,51656.14
2023,June,01-06-2023,Revenue,Sales,AC,Baga,1040769.37
2023,June,01-06-2023,Revenue,Sales,Non AC,Baga,2341731.09
2023,June,01-06-2023,Revenue,Sales,Swiggy,Baga,780577.03
2023,June,01-06-2023,Revenue,Sales,Zomato,Baga,780577.03
2023,June,01-06-2023,Revenue,Sales,Takeaway,Baga,260192.34
2023,June,01-06-2023,Food Cost,Bakery,,Baga,87346.81
2023,June,01-06-2023,Food Cost,Beverages,,Baga,115613.35
2023,June,01-06-2023,Food Cost,Fruits,,Baga,165593.01
2023,June,01-06-2023,Food Cost,Groceries,,Baga,586089.24
2023,June,01-06-2023,Food Cost,Milk products,,Baga,238944.89
2023,June,01-06-2023,Food Cost,Spices,,Baga,192679.39
2023,June,01-06-2023,Food Cost,Vegetables,,Baga,272548.02
2023,June,01-06-2023,Food Cost,Ready to eat,,Baga,117408.25
2023,June,01-06-2023,Operating Cost,Salaries,,Baga,479193.62
2023,June,01-06-2023,Operating Cost,Rent,,Baga,248172.64
2023,June,01-06-2023,Operating Cost,Water,,Baga,52038.47
2023,June,01-06-2023,Operating Cost,Electricity,,Baga,104076.94
2023,June,01-06-2023,Operating Cost,Staff room rent,,Baga,50751.32
2023,June,01-06-2023,Operating Cost,Staff electricity,,Baga,18737.24
2023,June,01-06-2023,Operating Cost,Commission,,Baga,493698.73
2023,June,01-06-2023,Operating Cost,Admin expenses,,Baga,703497.55
2023,June,01-06-2023,Operating Cost,Repairs and maintenance,,Baga,48230.34
2023,June,01-06-2023,Operating Cost,Advertisement,,Baga,52038.47
2023,June,01-06-2023,Revenue,Sales,AC,KTC,901756.63
2023,June,01-06-2023,Revenue,Sales,Non AC,KTC,2028952.42
2023,June,01-06-2023,Revenue,Sales,Swiggy,KTC,676317.47
2023,June,01-06-2023,Revenue,Sales,Zomato,KTC,676317.47
2023,June,01-06-2023,Revenue,Sales,Takeaway,KTC,225439.16
2023,June,01-06-2023,Food Cost,Bakery,,KTC,70894.78
2023,June,01-06-2023,Food Cost,Beverages,,KTC,100827.51
2023,June,01-06-2023,Food Cost,Fruits,,KTC,135880.96
2023,June,01-06-2023,Food Cost,Groceries,,KTC,463505.08
2023,June,01-06-2023,Food Cost,Milk products,,KTC,192832.28
2023,June,01-06-2023,Food Cost,Spices,,KTC,179067.8
2023,June,01-06-2023,Food Cost,Vegetables,,KTC,240378.88
2023,June,01-06-2023,Food Cost,Ready to eat,,KTC,101042.76
2023,June,01-06-2023,Operating Cost,Salaries,,KTC,423473.73
2023,June,01-06-2023,Operating Cost,Rent,,KTC,235428.82
2023,June,01-06-2023,Operating Cost,Water,,KTC,45087.83
2023,June,01-06-2023,Operating Cost,Electricity,,KTC,90175.66
2023,June,01-06-2023,Operating Cost,Staff room rent,,KTC,34189.49
2023,June,01-06-2023,Operating Cost,Staff electricity,,KTC,13551.17
2023,June,01-06-2023,Operating Cost,Commission,,KTC,361393.76
2023,June,01-06-2023,Operating Cost,Admin expenses,,KTC,570685.99
2023,June,01-06-2023,Operating Cost,Repairs and maintenance,,KTC,36401.4
2023,June,01-06-2023,Operating Cost,Advertisement,,KTC,45087.83
2023,June,01-06-2023,Revenue,Sales,AC,Khorlim,935544.26
2023,June,01-06-2023,Revenue,Sales,Non AC,Khorlim,2104974.58
2023,June,01-06-2023,Revenue,Sales,Swiggy,Khorlim,701658.19
2023,June,01-06-2023,Revenue,Sales,Zomato,Khorlim,701658.19
2023,June,01-06-2023,Revenue,Sales,Takeaway,Khorlim,233886.06
2023,June,01-06-2023,Food Cost,Bakery,,Khorlim,77674.36
2023,June,01-06-2023,Food Cost,Beverages,,Khorlim,106933.85
2023,June,01-06-2023,Food Cost,Fruits,,Khorlim,147525.99
2023,June,01-06-2023,Food Cost,Groceries,,Khorlim,495229.31
2023,June,01-06-2023,Food Cost,Milk products,,Khorlim,230693.69
2023,June,01-06-2023,Food Cost,Spices,,Khorlim,158902.9
2023,June,01-06-2023,Food Cost,Vegetables,,Khorlim,237960.02
2023,June,01-06-2023,Food Cost,Ready to eat,,Khorlim,107986.75
2023,June,01-06-2023,Operating Cost,Salaries,,Khorlim,431645
2023,June,01-06-2023,Operating Cost,Rent,,Khorlim,219406
2023,June,01-06-2023,Operating Cost,Water,,Khorlim,46777.21
2023,June,01-06-2023,Operating Cost,Electricity,,Khorlim,93554.43
2023,June,01-06-2023,Operating Cost,Staff room rent,,Khorlim,34931.97
2023,June,01-06-2023,Operating Cost,Staff electricity,,Khorlim,17318.13
2023,June,01-06-2023,Operating Cost,Commission,,Khorlim,467100.11
2023,June,01-06-2023,Operating Cost,Admin expenses,,Khorlim,579778.64
2023,June,01-06-2023,Operating Cost,Repairs and maintenance,,Khorlim,39992.01
2023,June,01-06-2023,Operating Cost,Advertisement,,Khorlim,46777.21
2023,June,01-06-2023,Revenue,Sales,AC,Panaji,968731.27
2023,June,01-06-2023,Revenue,Sales,Non AC,Panaji,2179645.36
2023,June,01-06-2023,Revenue,Sales,Swiggy,Panaji,726548.45
2023,June,01-06-2023,Revenue,Sales,Zomato,Panaji,726548.45
2023,June,01-06-2023,Revenue,Sales,Takeaway,Panaji,242182.82
2023,June,01-06-2023,Food Cost,Bakery,,Panaji,76636.54
2023,June,01-06-2023,Food Cost,Beverages,,Panaji,118853.91
2023,June,01-06-2023,Food Cost,Fruits,,Panaji,155685.28
2023,June,01-06-2023,Food Cost,Groceries,,Panaji,543255.31
2023,June,01-06-2023,Food Cost,Milk products,,Panaji,208731.21
2023,June,01-06-2023,Food Cost,Spices,,Panaji,185211.27
2023,June,01-06-2023,Food Cost,Vegetables,,Panaji,288442.67
2023,June,01-06-2023,Food Cost,Ready to eat,,Panaji,116761.14
2023,June,01-06-2023,Operating Cost,Salaries,,Panaji,436080.69
2023,June,01-06-2023,Operating Cost,Rent,,Panaji,255396.45
2023,June,01-06-2023,Operating Cost,Water,,Panaji,48436.56
2023,June,01-06-2023,Operating Cost,Electricity,,Panaji,96873.13
2023,June,01-06-2023,Operating Cost,Staff room rent,,Panaji,25659.87
2023,June,01-06-2023,Operating Cost,Staff electricity,,Panaji,17455.55
2023,June,01-06-2023,Operating Cost,Commission,,Panaji,454004.62
2023,June,01-06-2023,Operating Cost,Admin expenses,,Panaji,597874.93
2023,June,01-06-2023,Operating Cost,Repairs and maintenance,,Panaji,42467.62
2023,June,01-06-2023,Operating Cost,Advertisement,,Panaji,48436.56
2023,June,01-06-2023,Revenue,Sales,AC,Porvorim,947621.21
2023,June,01-06-2023,Revenue,Sales,Non AC,Porvorim,2132147.72
2023,June,01-06-2023,Revenue,Sales,Swiggy,Porvorim,710715.91
2023,June,01-06-2023,Revenue,Sales,Zomato,Porvorim,710715.91
2023,June,01-06-2023,Revenue,Sales,Takeaway,Porvorim,236905.3
2023,June,01-06-2023,Food Cost,Bakery,,Porvorim,72218.45
2023,June,01-06-2023,Food Cost,Beverages,,Porvorim,104687.22
2023,June,01-06-2023,Food Cost,Fruits,,Porvorim,152820.67
2023,June,01-06-2023,Food Cost,Groceries,,Porvorim,480539.44
2023,June,01-06-2023,Food Cost,Milk products,,Porvorim,193323.26
2023,June,01-06-2023,Food Cost,Spices,,Porvorim,158952.62
2023,June,01-06-2023,Food Cost,Vegetables,,Porvorim,281525.27
2023,June,01-06-2023,Food Cost,Ready to eat,,Porvorim,110600.96
2023,June,01-06-2023,Operating Cost,Salaries,,Porvorim,490741.75
2023,June,01-06-2023,Operating Cost,Rent,,Porvorim,223820.55
2023,June,01-06-2023,Operating Cost,Water,,Porvorim,47381.06
2023,June,01-06-2023,Operating Cost,Electricity,,Porvorim,94762.12
2023,June,01-06-2023,Operating Cost,Staff room rent,,Porvorim,38759.98
2023,June,01-06-2023,Operating Cost,Staff electricity,,Porvorim,18541.57
2023,June,01-06-2023,Operating Cost,Commission,,Porvorim,437097.24
2023,June,01-06-2023,Operating Cost,Admin expenses,,Porvorim,692763.02
2023,June,01-06-2023,Operating Cost,Repairs and maintenance,,Porvorim,44765.37
2023,June,01-06-2023,Operating Cost,Advertisement,,Porvorim,47381.06
2023,June,01-06-2023,Revenue,Sales,AC,Siolim,1160981.32
2023,June,01-06-2023,Revenue,Sales,Non AC,Siolim,2612207.98
2023,June,01-06-2023,Revenue,Sales,Swiggy,Siolim,870735.99
2023,June,01-06-2023,Revenue,Sales,Zomato,Siolim,870735.99
2023,June,01-06-2023,Revenue,Sales,Takeaway,Siolim,290245.33
2023,June,01-06-2023,Food Cost,Bakery,,Siolim,87845
2023,June,01-06-2023,Food Cost,Beverages,,Siolim,131596.29
2023,June,01-06-2023,Food Cost,Fruits,,Siolim,176622.48
2023,June,01-06-2023,Food Cost,Groceries,,Siolim,581849.78
2023,June,01-06-2023,Food Cost,Milk products,,Siolim,256694.96
2023,June,01-06-2023,Food Cost,Spices,,Siolim,191274.04
2023,June,01-06-2023,Food Cost,Vegetables,,Siolim,318457.21
2023,June,01-06-2023,Food Cost,Ready to eat,,Siolim,132851.09
2023,June,01-06-2023,Operating Cost,Salaries,,Siolim,527519.62
2023,June,01-06-2023,Operating Cost,Rent,,Siolim,246476.72
2023,June,01-06-2023,Operating Cost,Water,,Siolim,58049.07
2023,June,01-06-2023,Operating Cost,Electricity,,Siolim,116098.13
2023,June,01-06-2023,Operating Cost,Staff room rent,,Siolim,50188.45
2023,June,01-06-2023,Operating Cost,Staff electricity,,Siolim,21201.21
2023,June,01-06-2023,Operating Cost,Commission,,Siolim,562565.62
2023,June,01-06-2023,Operating Cost,Admin expenses,,Siolim,817184.48
2023,June,01-06-2023,Operating Cost,Repairs and maintenance,,Siolim,51430.67
2023,June,01-06-2023,Operating Cost,Advertisement,,Siolim,58049.07
2023,June,01-06-2023,Revenue,Sales,AC,Margao,910152.47
2023,June,01-06-2023,Revenue,Sales,Non AC,Margao,2047843.06
2023,June,01-06-2023,Revenue,Sales,Swiggy,Margao,682614.35
2023,June,01-06-2023,Revenue,Sales,Zomato,Margao,682614.35
2023,June,01-06-2023,Revenue,Sales,Takeaway,Margao,227538.12
2023,June,01-06-2023,Food Cost,Bakery,,Margao,71049.36
2023,June,01-06-2023,Food Cost,Beverages,,Margao,108967.67
2023,June,01-06-2023,Food Cost,Fruits,,Margao,142617.52
2023,June,01-06-2023,Food Cost,Groceries,,Margao,527741.02
2023,June,01-06-2023,Food Cost,Milk products,,Margao,219456.98
2023,June,01-06-2023,Food Cost,Spices,,Margao,175548.49
2023,June,01-06-2023,Food Cost,Vegetables,,Margao,269252.01
2023,June,01-06-2023,Food Cost,Ready to eat,,Margao,100821.8
2023,June,01-06-2023,Operating Cost,Salaries,,Margao,438590.35
2023,June,01-06-2023,Operating Cost,Rent,,Margao,235019.46
