Year,Month,Location,Item,Category,UOM,Price,Opening Stock (Qty),Purchases (Qty),Consumption (Qty),Ideal Closing Stock,Actual Closing Stock,Ideal Closing stock Value,Actual Closing stock Value,Variance
2023,August,Baga,Apple,Fruits,Pcs,377.49,101,90,48,143,142,53981.07,53603.58,-377.49
2023,September,Baga,Apple,Fruits,Pcs,391.89,142,95,233,4,6,1567.56,2351.34,783.78
2023,October,Baga,Apple,Fruits,Pcs,380.46,6,38,31,13,12,4945.98,4565.52,-380.46
2023,November,Baga,Apple,Fruits,Pcs,405.85,12,69,78,3,3,1217.55,1217.55,0
2023,December,Baga,Apple,Fruits,Pcs,404.07,3,40,42,1,1,404.07,404.07,0
2024,January,Baga,Apple,Fruits,Pcs,381.36,1,78,70,9,9,3432.24,3432.24,0
2024,February,Baga,Apple,Fruits,Pcs,388.26,9,45,26,28,26,10871.28,10094.76,-776.52
2024,March,Baga,Apple,Fruits,Pcs,393.12,26,65,72,19,19,7469.28,7469.28,0
2024,April,Baga,Apple,Fruits,Pcs,408.49,19,97,42,74,76,30228.26,31045.24,816.98
2024,May,Baga,Apple,Fruits,Pcs,399.08,76,92,22,146,145,58265.68,57866.6,-399.08
2024,June,Baga,Apple,Fruits,Pcs,379.49,145,78,191,32,30,12143.68,11384.7,-758.98
2024,July,Baga,Apple,Fruits,Pcs,411.75,30,37,26,41,41,16881.75,16881.75,0
2024,August,Baga,Apple,Fruits,Pcs,384.09,41,79,101,19,21,7297.71,8065.89,768.18
2024,September,Baga,Apple,Fruits,Pcs,397.39,21,78,46,53,52,21061.67,20664.28,-397.39
2024,October,Baga,Apple,Fruits,Pcs,405.25,52,41,70,23,24,9320.75,9726,405.25
2024,November,Baga,Apple,Fruits,Pcs,395.58,24,51,27,48,47,18987.84,18592.26,-395.58
2024,December,Baga,Apple,Fruits,Pcs,388.52,47,76,75,48,48,18648.96,18648.96,0
2022,January,Panaji,Apple,Fruits,Pcs,412.65,70,43,95,18,18,7427.7,7427.7,0
2022,February,Panaji,Apple,Fruits,Pcs,381.39,18,86,26,78,80,29748.42,30511.2,762.78
2022,March,Panaji,Apple,Fruits,Pcs,409.22,80,94,44,130,132,53198.6,54017.04,818.44
2022,April,Panaji,Apple,Fruits,Pcs,382.02,132,38,141,29,31,11078.58,11842.62,764.04
2022,May,Panaji,Apple,Fruits,Pcs,402.03,31,48,49,30,28,12060.9,11256.84,-804.06
2022,June,Panaji,Apple,Fruits,Pcs,392.07,28,75,20,83,83,32541.81,32541.81,0
2022,July,Panaji,Apple,Fruits,Pcs,381.5,83,59,20,122,122,46543,46543,0
2022,August,Panaji,Apple,Fruits,Pcs,378.84,122,38,154,6,7,2273.04,2651.88,378.84
2022,September,Panaji,Apple,Fruits,Pcs,388.79,7,42,32,17,16,6609.43,6220.64,-388.79
2022,October,Panaji,Apple,Fruits,Pcs,411.05,16,92,88,20,20,8221,8221,0
2022,November,Panaji,Apple,Fruits,Pcs,404.67,20,74,75,19,21,7688.73,8498.07,809.34
2022,December,Panaji,Apple,Fruits,Pcs,403.95,21,57,42,36,35,14542.2,14138.25,-403.95
2023,January,Panaji,Apple,Fruits,Pcs,415.56,35,36,26,45,45,18700.2,18700.2,0
2023,February,Panaji,Apple,Fruits,Pcs,378.73,45,61,47,59,59,22345.07,22345.07,0
2023,March,Panaji,Apple,Fruits,Pcs,378.93,59,37,33,63,64,23872.59,24251.52,378.93
2023,April,Panaji,Apple,Fruits,Pcs,389.41,64,39,89,14,16,5451.74,6230.56,778.82
2023,May,Panaji,Apple,Fruits,Pcs,397.02,16,99,99,16,16,6352.32,6352.32,0
2023,June,Panaji,Apple,Fruits,Pcs,383.6,16,51,54,13,13,4986.8,4986.8,0
2023,July,Panaji,Apple,Fruits,Pcs,411.18,13,78,21,70,69,28782.6,28371.42,-411.18
2023,August,Panaji,Apple,Fruits,Pcs,390.15,69,98,151,16,16,6242.4,6242.4,0
2023,September,Panaji,Apple,Fruits,Pcs,393.01,16,70,75,11,13,4323.11,5109.13,786.02
2023,October,Panaji,Apple,Fruits,Pcs,389.58,13,60,41,32,32,12466.56,12466.56,0
2023,November,Panaji,Apple,Fruits,Pcs,394.62,32,33,40,25,23,9865.5,9076.26,-789.24
2023,December,Panaji,Apple,Fruits,Pcs,406.61,23,37,28,32,31,13011.52,12604.91,-406.61
2024,January,Panaji,Apple,Fruits,Pcs,412.63,31,64,49,46,45,18980.98,18568.35,-412.63
2024,February,Panaji,Apple,Fruits,Pcs,409.6,45,53,67,31,32,12697.6,13107.2,409.6
2024,March,Panaji,Apple,Fruits,Pcs,380.77,32,51,49,34,36,12946.18,13707.72,761.54
2024,April,Panaji,Apple,Fruits,Pcs,401.62,36,41,26,51,51,20482.62,20482.62,0
2024,May,Panaji,Apple,Fruits,Pcs,380.74,51,64,87,28,27,10660.72,10279.98,-380.74
2024,June,Panaji,Apple,Fruits,Pcs,411.18,27,41,36,32,31,13157.76,12746.58,-411.18
2024,July,Panaji,Apple,Fruits,Pcs,380.31,31,66,49,48,48,18254.88,18254.88,0
2024,August,Panaji,Apple,Fruits,Pcs,404.32,48,66,93,21,19,8490.72,7682.08,-808.64
2024,September,Panaji,Apple,Fruits,Pcs,411.46,19,79,95,3,3,1234.38,1234.38,0
2024,October,Panaji,Apple,Fruits,Pcs,397.32,3,55,26,32,32,12714.24,12714.24,0
2024,November,Panaji,Apple,Fruits,Pcs,408.79,32,72,51,53,55,21665.87,22483.45,817.58
2024,December,Panaji,Apple,Fruits,Pcs,411.65,55,61,109,7,7,2881.55,2881.55,0
2022,January,Khorlim,Apple,Fruits,Pcs,385.51,137,82,111,108,107,41635.08,41249.57,-385.51
2022,February,Khorlim,Apple,Fruits,Pcs,379,107,98,203,2,1,758,379,-379
2022,March,Khorlim,Apple,Fruits,Pcs,383.26,1,79,49,31,31,11881.06,11881.06,0
2022,April,Khorlim,Apple,Fruits,Pcs,404.11,31,39,25,45,44,18184.95,17780.84,-404.11
2022,May,Khorlim,Apple,Fruits,Pcs,400.14,44,79,77,46,46,18406.44,18406.44,0
2022,June,Khorlim,Apple,Fruits,Pcs,416.71,46,88,58,76,76,31669.96,31669.96,0
2022,July,Khorlim,Apple,Fruits,Pcs,381.56,76,92,115,53,52,20222.68,19841.12,-381.56
2022,August,Khorlim,Apple,Fruits,Pcs,381.19,52,90,96,46,47,17534.74,17915.93,381.19
2022,September,Khorlim,Apple,Fruits,Pcs,391.77,47,73,37,83,81,32516.91,31733.37,-783.54
2022,October,Khorlim,Apple,Fruits,Pcs,395.29,81,45,123,3,5,1185.87,1976.45,790.58
2022,November,Khorlim,Apple,Fruits,Pcs,403.43,5,55,57,3,1,1210.29,403.43,-806.86
2022,December,Khorlim,Apple,Fruits,Pcs,409.16,1,56,23,34,32,13911.44,13093.12,-818.32
2023,January,Khorlim,Apple,Fruits,Pcs,400.04,32,32,42,22,21,8800.88,8400.84,-400.04
2023,February,Khorlim,Apple,Fruits,Pcs,397.66,21,57,63,15,14,5964.9,5567.24,-397.66
2023,March,Khorlim,Apple,Fruits,Pcs,399.95,14,73,39,48,50,19197.6,19997.5,799.9
2023,April,Khorlim,Apple,Fruits,Pcs,384.5,50,74,66,58,59,22301,22685.5,384.5
2023,May,Khorlim,Apple,Fruits,Pcs,384.1,59,34,42,51,49,19589.1,18820.9,-768.2
2023,June,Khorlim,Apple,Fruits,Pcs,410.55,49,56,20,85,87,34896.75,35717.85,821.1
2023,July,Khorlim,Apple,Fruits,Pcs,413.71,87,37,30,94,93,38888.74,38475.03,-413.71
2023,August,Khorlim,Apple,Fruits,Pcs,392.54,93,57,53,97,97,38076.38,38076.38,0
2023,September,Khorlim,Apple,Fruits,Pcs,412.86,97,78,150,25,23,10321.5,9495.78,-825.72
2023,October,Khorlim,Apple,Fruits,Pcs,409.28,23,31,42,12,12,4911.36,4911.36,0
2023,November,Khorlim,Apple,Fruits,Pcs,416.41,12,54,31,35,35,14574.35,14574.35,0
2023,December,Khorlim,Apple,Fruits,Pcs,412.65,35,65,47,53,52,21870.45,21457.8,-412.65
2024,January,Khorlim,Apple,Fruits,Pcs,385.37,52,71,77,46,47,17727.02,18112.39,385.37
2024,February,Khorlim,Apple,Fruits,Pcs,416.72,47,59,79,27,27,11251.44,11251.44,0
2024,March,Khorlim,Apple,Fruits,Pcs,377.8,27,40,66,1,2,377.8,755.6,377.8
2024,April,Khorlim,Apple,Fruits,Pcs,383.17,2,79,20,61,59,23373.37,22607.03,-766.34
2024,May,Khorlim,Apple,Fruits,Pcs,406.99,59,61,25,95,93,38664.05,37850.07,-813.98
2024,June,Khorlim,Apple,Fruits,Pcs,406.66,93,59,76,76,76,30906.16,30906.16,0
2024,July,Khorlim,Apple,Fruits,Pcs,404.31,76,32,67,41,42,16576.71,16981.02,404.31
2024,August,Khorlim,Apple,Fruits,Pcs,386.04,42,90,73,59,59,22776.36,22776.36,0
2024,September,Khorlim,Apple,Fruits,Pcs,383.99,59,90,116,33,33,12671.67,12671.67,0
2024,October,Khorlim,Apple,Fruits,Pcs,386.88,33,53,21,65,65,25147.2,25147.2,0
2024,November,Khorlim,Apple,Fruits,Pcs,413.34,65,92,69,88,88,36373.92,36373.92,0
2024,December,Khorlim,Apple,Fruits,Pcs,407.91,88,79,114,53,52,21619.23,21211.32,-407.91
2022,January,KTC,Apple,Fruits,Pcs,388.21,107,33,77,63,62,24457.23,24069.02,-388.21
2022,February,KTC,Apple,Fruits,Pcs,403.23,62,84,118,28,26,11290.44,10483.98,-806.46
2022,March,KTC,Apple,Fruits,Pcs,405.25,26,72,84,14,13,5673.5,5268.25,-405.25
2022,April,KTC,Apple,Fruits,Pcs,412.3,13,53,21,45,47,18553.5,19378.1,824.6
2022,May,KTC,Apple,Fruits,Pcs,406.36,47,45,53,39,39,15848.04,15848.04,0
2022,June,KTC,Apple,Fruits,Pcs,402.23,39,83,70,52,52,20915.96,20915.96,0
2022,July,KTC,Apple,Fruits,Pcs,382.75,52,87,54,85,83,32533.75,31768.25,-765.5
2022,August,KTC,Apple,Fruits,Pcs,402.03,83,41,104,20,19,8040.6,7638.57,-402.03
2022,September,KTC,Apple,Fruits,Pcs,404,19,72,69,22,21,8888,8484,-404
2022,October,KTC,Apple,Fruits,Pcs,391.04,21,76,27,70,70,27372.8,27372.8,0
2022,November,KTC,Apple,Fruits,Pcs,395.93,70,93,63,100,100,39593,39593,0
2022,December,KTC,Apple,Fruits,Pcs,415.05,100,33,59,74,74,30713.7,30713.7,0
2023,January,KTC,Apple,Fruits,Pcs,396.2,74,42,69,47,47,18621.4,18621.4,0
2023,February,KTC,Apple,Fruits,Pcs,381.66,47,54,63,38,38,14503.08,14503.08,0
2023,March,KTC,Apple,Fruits,Pcs,393.91,38,90,100,28,27,11029.48,10635.57,-393.91
2023,April,KTC,Apple,Fruits,Pcs,378.32,27,81,82,26,26,9836.32,9836.32,0
2023,May,KTC,Apple,Fruits,Pcs,404.47,26,88,27,87,87,35188.89,35188.89,0
2023,June,KTC,Apple,Fruits,Pcs,405.42,87,71,97,61,61,24730.62,24730.62,0
2023,July,KTC,Apple,Fruits,Pcs,398.56,61,53,64,50,50,19928,19928,0
2023,August,KTC,Apple,Fruits,Pcs,406.45,50,94,137,7,6,2845.15,2438.7,-406.45
2023,September,KTC,Apple,Fruits,Pcs,388.05,6,71,25,52,54,20178.6,20954.7,776.1
2023,October,KTC,Apple,Fruits,Pcs,384.41,54,52,42,64,65,24602.24,24986.65,384.41
2023,November,KTC,Apple,Fruits,Pcs,396.16,65,36,56,45,47,17827.2,18619.52,792.32
2023,December,KTC,Apple,Fruits,Pcs,411.58,47,69,48,68,70,27987.44,28810.6,823.16
2024,January,KTC,Apple,Fruits,Pcs,384.85,70,49,44,75,75,28863.75,28863.75,0
2024,February,KTC,Apple,Fruits,Pcs,387.79,75,68,83,60,60,23267.4,23267.4,0
2024,March,KTC,Apple,Fruits,Pcs,391.43,60,61,47,74,76,28965.82,29748.68,782.86
2024,April,KTC,Apple,Fruits,Pcs,414.82,76,52,109,19,21,7881.58,8711.22,829.64
2024,May,KTC,Apple,Fruits,Pcs,397.43,21,33,50,4,4,1589.72,1589.72,0
2024,June,KTC,Apple,Fruits,Pcs,392.22,4,62,32,34,34,13335.48,13335.48,0
2024,July,KTC,Apple,Fruits,Pcs,380.65,34,67,56,45,45,17129.25,17129.25,0
2024,August,KTC,Apple,Fruits,Pcs,391.63,45,98,37,106,104,41512.78,40729.52,-783.26
2024,September,KTC,Apple,Fruits,Pcs,412.96,104,87,182,9,10,3716.64,4129.6,412.96
2024,October,KTC,Apple,Fruits,Pcs,415.71,10,87,26,71,70,29515.41,29099.7,-415.71
2024,November,KTC,Apple,Fruits,Pcs,408.43,70,38,88,20,20,8168.6,8168.6,0
2024,December,KTC,Apple,Fruits,Pcs,385.01,20,85,75,30,30,11550.3,11550.3,0
2022,January,Margao,Apple,Fruits,Pcs,398.81,93,33,71,55,55,21934.55,21934.55,0
2022,February,Margao,Apple,Fruits,Pcs,393.76,55,30,84,1,1,393.76,393.76,0
2022,March,Margao,Apple,Fruits,Pcs,404.36,1,92,57,36,36,14556.96,14556.96,0
2022,April,Margao,Apple,Fruits,Pcs,393.24,36,99,87,48,48,18875.52,18875.52,0
2022,May,Margao,Apple,Fruits,Pcs,410.78,48,38,66,20,18,8215.6,7394.04,-821.56
2022,June,Margao,Apple,Fruits,Pcs,394.89,18,81,52,47,46,18559.83,18164.94,-394.89
2022,July,Margao,Apple,Fruits,Pcs,398.15,46,34,40,40,40,15926,15926,0
2022,August,Margao,Apple,Fruits,Pcs,390.53,40,80,35,85,85,33195.05,33195.05,0
2022,September,Margao,Apple,Fruits,Pcs,404.76,85,61,112,34,36,13761.84,14571.36,809.52
2022,October,Margao,Apple,Fruits,Pcs,390.68,36,44,45,35,35,13673.8,13673.8,0
2022,November,Margao,Apple,Fruits,Pcs,408.81,35,84,21,98,98,40063.38,40063.38,0
2022,December,Margao,Apple,Fruits,Pcs,386.86,98,61,74,85,83,32883.1,32109.38,-773.72
2023,January,Margao,Apple,Fruits,Pcs,377.6,83,85,48,120,121,45312,45689.6,377.6
2023,February,Margao,Apple,Fruits,Pcs,414.41,121,65,135,51,53,21134.91,21963.73,828.82
2023,March,Margao,Apple,Fruits,Pcs,400.81,53,82,104,31,32,12425.11,12825.92,400.81
2023,April,Margao,Apple,Fruits,Pcs,399.92,32,40,31,41,40,16396.72,15996.8,-399.92
2023,May,Margao,Apple,Fruits,Pcs,390.72,40,82,101,21,20,8205.12,7814.4,-390.72
2023,June,Margao,Apple,Fruits,Pcs,390.81,20,49,31,38,36,14850.78,14069.16,-781.62
2023,July,Margao,Apple,Fruits,Pcs,387.68,36,79,31,84,85,32565.12,32952.8,387.68
2023,August,Margao,Apple,Fruits,Pcs,393.55,85,83,93,75,75,29516.25,29516.25,0
2023,September,Margao,Apple,Fruits,Pcs,402.24,75,81,151,5,7,2011.2,2815.68,804.48
2023,October,Margao,Apple,Fruits,Pcs,378.13,7,63,37,33,32,12478.29,12100.16,-378.13
2023,November,Margao,Apple,Fruits,Pcs,402.37,32,60,61,31,30,12473.47,12071.1,-402.37
2023,December,Margao,Apple,Fruits,Pcs,385.94,30,32,40,22,22,8490.68,8490.68,0
2024,January,Margao,Apple,Fruits,Pcs,389.51,22,51,42,31,31,12074.81,12074.81,0
2024,February,Margao,Apple,Fruits,Pcs,388.96,31,69,32,68,66,26449.28,25671.36,-777.92
2024,March,Margao,Apple,Fruits,Pcs,378.35,66,80,83,63,63,23836.05,23836.05,0
2024,April,Margao,Apple,Fruits,Pcs,390.91,63,42,48,57,59,22281.87,23063.69,781.82
2024,May,Margao,Apple,Fruits,Pcs,382.09,59,55,89,25,25,9552.25,9552.25,0
2024,June,Margao,Apple,Fruits,Pcs,378.79,25,85,104,6,6,2272.74,2272.74,0
2024,July,Margao,Apple,Fruits,Pcs,378.53,6,79,54,31,29,11734.43,10977.37,-757.06
2024,August,Margao,Apple,Fruits,Pcs,415.95,29,99,119,9,9,3743.55,3743.55,0
2024,September,Margao,Apple,Fruits,Pcs,396.88,9,51,22,38,38,15081.44,15081.44,0
2024,October,Margao,Apple,Fruits,Pcs,416.95,38,61,98,1,3,416.95,1250.85,833.9
2024,November,Margao,Apple,Fruits,Pcs,377.43,3,96,70,29,28,10945.47,10568.04,-377.43
2024,December,Margao,Apple,Fruits,Pcs,380.99,28,56,67,17,18,6476.83,6857.82,380.99
2022,January,Porvorim,Apple,Fruits,Pcs,416.82,92,98,94,96,98,40014.72,40848.36,833.64
2022,February,Porvorim,Apple,Fruits,Pcs,410.26,98,79,122,55,53,22564.3,21743.78,-820.52
2022,March,Porvorim,Apple,Fruits,Pcs,403.76,53,53,49,57,56,23014.32,22610.56,-403.76
2022,April,Porvorim,Apple,Fruits,Pcs,398.72,56,79,76,59,60,23524.48,23923.2,398.72
2022,May,Porvorim,Apple,Fruits,Pcs,407.13,60,82,87,55,55,22392.15,22392.15,0
2022,June,Porvorim,Apple,Fruits,Pcs,402.55,55,59,29,85,86,34216.75,34619.3,402.55
2022,July,Porvorim,Apple,Fruits,Pcs,409.75,86,35,46,75,75,30731.25,30731.25,0
2022,August,Porvorim,Apple,Fruits,Pcs,399.88,75,41,104,12,13,4798.56,5198.44,399.88
2022,September,Porvorim,Apple,Fruits,Pcs,395.04,13,39,38,14,14,5530.56,5530.56,0
2022,October,Porvorim,Apple,Fruits,Pcs,394.15,14,37,49,2,0,788.3,0,-788.3
2022,November,Porvorim,Apple,Fruits,Pcs,384.68,0,45,38,7,8,2692.76,3077.44,384.68
2022,December,Porvorim,Apple,Fruits,Pcs,409.35,8,74,22,60,61,24561,24970.35,409.35
2023,January,Porvorim,Apple,Fruits,Pcs,385.74,61,36,78,19,19,7329.06,7329.06,0
2023,February,Porvorim,Apple,Fruits,Pcs,381.77,19,81,22,78,78,29778.06,29778.06,0
2023,March,Porvorim,Apple,Fruits,Pcs,399.43,78,59,122,15,15,5991.45,5991.45,0
2023,April,Porvorim,Apple,Fruits,Pcs,406.79,15,79,28,66,66,26848.14,26848.14,0
2023,May,Porvorim,Apple,Fruits,Pcs,408.38,66,44,38,72,74,29403.36,30220.12,816.76
2023,June,Porvorim,Apple,Fruits,Pcs,414.45,74,42,35,81,81,33570.45,33570.45,0
2023,July,Porvorim,Apple,Fruits,Pcs,381.78,81,84,54,111,109,42377.58,41614.02,-763.56
2023,August,Porvorim,Apple,Fruits,Pcs,386.2,109,91,154,46,48,17765.2,18537.6,772.4
2023,September,Porvorim,Apple,Fruits,Pcs,402.42,48,58,41,65,65,26157.3,26157.3,0
2023,October,Porvorim,Apple,Fruits,Pcs,410.27,65,58,108,15,15,6154.05,6154.05,0
2023,November,Porvorim,Apple,Fruits,Pcs,379.59,15,93,55,53,51,20118.27,19359.09,-759.18
2023,December,Porvorim,Apple,Fruits,Pcs,412.04,51,66,116,1,1,412.04,412.04,0
2024,January,Porvorim,Apple,Fruits,Pcs,397.6,1,51,40,12,12,4771.2,4771.2,0
2024,February,Porvorim,Apple,Fruits,Pcs,414.95,12,76,71,17,19,7054.15,7884.05,829.9
2024,March,Porvorim,Apple,Fruits,Pcs,407.89,19,74,43,50,48,20394.5,19578.72,-815.78
2024,April,Porvorim,Apple,Fruits,Pcs,404.2,48,94,72,70,70,28294,28294,0
2024,May,Porvorim,Apple,Fruits,Pcs,405.37,70,96,113,53,51,21484.61,20673.87,-810.74
2024,June,Porvorim,Apple,Fruits,Pcs,390.31,51,76,37,90,88,35127.9,34347.28,-780.62
2024,July,Porvorim,Apple,Fruits,Pcs,395.77,88,53,55,86,86,34036.22,34036.22,0
2024,August,Porvorim,Apple,Fruits,Pcs,395.48,86,80,163,3,2,1186.44,790.96,-395.48
2024,September,Porvorim,Apple,Fruits,Pcs,402.3,2,35,29,8,9,3218.4,3620.7,402.3
2024,October,Porvorim,Apple,Fruits,Pcs,409.19,9,82,38,53,53,21687.07,21687.07,0
2024,November,Porvorim,Apple,Fruits,Pcs,396.79,53,76,91,38,38,15078.02,15078.02,0
2024,December,Porvorim,Apple,Fruits,Pcs,398.3,38,97,76,59,60,23499.7,23898,398.3
2022,January,Siolim,Apple,Fruits,Pcs,391.4,135,42,46,131,133,51273.4,52056.2,782.8
2022,February,Siolim,Apple,Fruits,Pcs,402.38,133,41,171,3,2,1207.14,804.76,-402.38
2022,March,Siolim,Apple,Fruits,Pcs,411.73,2,89,35,56,54,23056.88,22233.42,-823.46
2022,April,Siolim,Apple,Fruits,Pcs,402.56,54,53,64,43,43,17310.08,17310.08,0
2022,May,Siolim,Apple,Fruits,Pcs,394.11,43,70,50,63,63,24828.93,24828.93,0
2022,June,Siolim,Apple,Fruits,Pcs,404.14,63,52,60,55,54,22227.7,21823.56,-404.14
2022,July,Siolim,Apple,Fruits,Pcs,411.64,54,98,104,48,48,19758.72,19758.72,0
2022,August,Siolim,Apple,Fruits,Pcs,394.57,48,69,110,7,8,2761.99,3156.56,394.57
2022,September,Siolim,Apple,Fruits,Pcs,380.74,8,33,33,8,10,3045.92,3807.4,761.48
2022,October,Siolim,Apple,Fruits,Pcs,388.65,10,79,49,40,39,15546,15157.35,-388.65
2022,November,Siolim,Apple,Fruits,Pcs,381.97,39,81,23,97,96,37051.09,36669.12,-381.97
2022,December,Siolim,Apple,Fruits,Pcs,412.45,96,40,111,25,25,10311.25,10311.25,0
2023,January,Siolim,Apple,Fruits,Pcs,395.8,25,80,61,44,46,17415.2,18206.8,791.6
2023,February,Siolim,Apple,Fruits,Pcs,395.4,46,32,63,15,16,5931,6326.4,395.4
2023,March,Siolim,Apple,Fruits,Pcs,406.98,16,99,36,79,81,32151.42,32965.38,813.96
2023,April,Siolim,Apple,Fruits,Pcs,380.24,81,88,160,9,8,3422.16,3041.92,-380.24
2023,May,Siolim,Apple,Fruits,Pcs,403.08,8,96,91,13,13,5240.04,5240.04,0
2023,June,Siolim,Apple,Fruits,Pcs,389.38,13,53,37,29,31,11292.02,12070.78,778.76
2023,July,Siolim,Apple,Fruits,Pcs,400.87,31,95,24,102,101,40888.74,40487.87,-400.87
2023,August,Siolim,Apple,Fruits,Pcs,396.74,101,64,125,40,38,15869.6,15076.12,-793.48
2023,September,Siolim,Apple,Fruits,Pcs,403.98,38,50,58,30,29,12119.4,11715.42,-403.98
2023,October,Siolim,Apple,Fruits,Pcs,389.83,29,40,68,1,1,389.83,389.83,0
2023,November,Siolim,Apple,Fruits,Pcs,403.62,1,86,47,40,39,16144.8,15741.18,-403.62
2023,December,Siolim,Apple,Fruits,Pcs,413.26,39,51,70,20,20,8265.2,8265.2,0
2024,January,Siolim,Apple,Fruits,Pcs,380.89,20,65,73,12,13,4570.68,4951.57,380.89
2024,February,Siolim,Apple,Fruits,Pcs,410.6,13,72,24,61,59,25046.6,24225.4,-821.2
2024,March,Siolim,Apple,Fruits,Pcs,391.5,59,92,118,33,33,12919.5,12919.5,0
2024,April,Siolim,Apple,Fruits,Pcs,385.16,33,96,86,43,41,16561.88,15791.56,-770.32
2024,May,Siolim,Apple,Fruits,Pcs,391.6,41,92,49,84,83,32894.4,32502.8,-391.6
2024,June,Siolim,Apple,Fruits,Pcs,389.15,83,80,126,37,38,14398.55,14787.7,389.15
2024,July,Siolim,Apple,Fruits,Pcs,377.55,38,96,96,38,38,14346.9,14346.9,0
2024,August,Siolim,Apple,Fruits,Pcs,398.45,38,77,31,84,84,33469.8,33469.8,0
2024,September,Siolim,Apple,Fruits,Pcs,379.3,84,31,94,21,21,7965.3,7965.3,0
2024,October,Siolim,Apple,Fruits,Pcs,380.35,21,35,38,18,19,6846.3,7226.65,380.35
2024,November,Siolim,Apple,Fruits,Pcs,416.92,19,91,68,42,42,17510.64,17510.64,0
2024,December,Siolim,Apple,Fruits,Pcs,396.76,42,39,43,38,38,15076.88,15076.88,0
2022,January,Baga,Orange,Fruits,Pcs,46.92,146,35,97,84,82,3941.28,3847.44,-93.84
2022,February,Baga,Orange,Fruits,Pcs,45.08,82,48,121,9,8,405.72,360.64,-45.08
2022,March,Baga,Orange,Fruits,Pcs,44.41,8,73,72,9,10,399.69,444.1,44.41
2022,April,Baga,Orange,Fruits,Pcs,46.12,10,52,26,36,36,1660.32,1660.32,0
2022,May,Baga,Orange,Fruits,Pcs,45.71,36,68,78,26,25,1188.46,1142.75,-45.71
2022,June,Baga,Orange,Fruits,Pcs,44.04,25,34,44,15,15,660.6,660.6,0
2022,July,Baga,Orange,Fruits,Pcs,44.59,15,56,35,36,36,1605.24,1605.24,0
2022,August,Baga,Orange,Fruits,Pcs,44.41,36,52,60,28,29,1243.48,1287.89,44.41
2022,September,Baga,Orange,Fruits,Pcs,45.23,29,92,109,12,12,542.76,542.76,0
2022,October,Baga,Orange,Fruits,Pcs,48.41,12,57,23,46,46,2226.86,2226.86,0
2022,November,Baga,Orange,Fruits,Pcs,46.21,46,53,47,52,50,2402.92,2310.5,-92.42
2022,December,Baga,Orange,Fruits,Pcs,44.27,50,55,22,83,83,3674.41,3674.41,0
2023,January,Baga,Orange,Fruits,Pcs,45.24,83,43,20,106,106,4795.44,4795.44,0
2023,February,Baga,Orange,Fruits,Pcs,44.66,106,40,126,20,20,893.2,893.2,0
2023,March,Baga,Orange,Fruits,Pcs,45.37,20,85,29,76,74,3448.12,3357.38,-90.74
2023,April,Baga,Orange,Fruits,Pcs,46.77,74,93,160,7,8,327.39,374.16,46.77
2023,May,Baga,Orange,Fruits,Pcs,46.06,8,94,32,70,68,3224.2,3132.08,-92.12
2023,June,Baga,Orange,Fruits,Pcs,47.71,68,87,61,94,94,4484.74,4484.74,0
2023,July,Baga,Orange,Fruits,Pcs,44.62,94,66,117,43,44,1918.66,1963.28,44.62
2023,August,Baga,Orange,Fruits,Pcs,45.75,44,96,82,58,57,2653.5,2607.75,-45.75
2023,September,Baga,Orange,Fruits,Pcs,46.18,57,95,21,131,131,6049.58,6049.58,0
2023,October,Baga,Orange,Fruits,Pcs,48.56,131,92,24,199,197,9663.44,9566.32,-97.12
2023,November,Baga,Orange,Fruits,Pcs,46.11,197,53,78,172,174,7930.92,8023.14,92.22
2023,December,Baga,Orange,Fruits,Pcs,45.4,174,52,225,1,0,45.4,0,-45.4
2024,January,Baga,Orange,Fruits,Pcs,46.18,0,73,63,10,10,461.8,461.8,0
2024,February,Baga,Orange,Fruits,Pcs,45.28,10,53,32,31,29,1403.68,1313.12,-90.56
2024,March,Baga,Orange,Fruits,Pcs,45.24,29,47,34,42,42,1900.08,1900.08,0
2024,April,Baga,Orange,Fruits,Pcs,44.31,42,78,86,34,34,1506.54,1506.54,0
2024,May,Baga,Orange,Fruits,Pcs,44.4,34,55,45,44,45,1953.6,1998,44.4
2024,June,Baga,Orange,Fruits,Pcs,46.7,45,33,70,8,8,373.6,373.6,0
2024,July,Baga,Orange,Fruits,Pcs,45.21,8,39,41,6,5,271.26,226.05,-45.21
2024,August,Baga,Orange,Fruits,Pcs,47.37,5,35,31,9,10,426.33,473.7,47.37
2024,September,Baga,Orange,Fruits,Pcs,44.62,10,32,37,5,4,223.1,178.48,-44.62
2024,October,Baga,Orange,Fruits,Pcs,46.67,4,83,58,29,29,1353.43,1353.43,0
2024,November,Baga,Orange,Fruits,Pcs,46.41,29,40,29,40,42,1856.4,1949.22,92.82
2024,December,Baga,Orange,Fruits,Pcs,48.16,42,85,48,79,77,3804.64,3708.32,-96.32
2022,January,Panaji,Orange,Fruits,Pcs,46.36,82,39,106,15,17,695.4,788.12,92.72
2022,February,Panaji,Orange,Fruits,Pcs,47.93,17,76,71,22,20,1054.46,958.6,-95.86
2022,March,Panaji,Orange,Fruits,Pcs,47.92,20,72,56,36,36,1725.12,1725.12,0
